"","q5r1","q56","TechAttitudeMean","TechUseSocialMean","ShoppingAttitudeMean","SocialWebMean","RadioWebMean","VideoWebMean","LeaderMean","TVApp","NewsApp","Music","Entertainment","Gaming","SocialNet","ShoppingApp","OtherApps","Clusters","age"
"468",1,6,2.8,2,2.36363636363636,3.25,3.25,3,2,0,1,0,1,1,1,0,0,"1",4
"469",1,4,3.2,3,4.09090909090909,4,3.75,3.25,2.08333333333333,0,0,0,0,1,0,1,0,"3",2
"470",1,7,3.2,2.5,3.72727272727273,3.5,3.25,4,2.33333333333333,1,2,1,1,1,1,1,0,"4",4
"471",0,10,2.8,4,3.27272727272727,3.25,4,2.75,2.83333333333333,0,1,1,0,1,1,1,0,"2",10
"472",0,13,1.4,1.25,2.36363636363636,1.75,1.75,2,1.16666666666667,1,1,1,0,1,1,1,0,"4",3
"473",0,8,4,2.75,2.63636363636364,2.5,2.75,1.75,2.66666666666667,0,0,1,0,0,0,0,0,"3",3
"474",1,10,2.2,2,2.27272727272727,3.25,2.5,3.25,1.66666666666667,0,1,1,0,1,1,1,0,"2",6
"475",1,9,3.2,2.25,4.27272727272727,2,3.5,3,2.33333333333333,0,0,1,0,1,1,1,0,"2",4
"476",1,7,3.2,2.25,2.18181818181818,2.25,3.25,2.25,2.16666666666667,2,0,1,1,1,1,1,0,"4",3
"477",1,5,2.8,2.5,2.18181818181818,2.25,3,2.75,2.08333333333333,0,1,1,0,1,1,1,0,"2",2
"478",0,7,3.8,3.75,3.90909090909091,3.25,3.75,3.5,3.08333333333333,0,2,0,1,1,1,0,0,"1",5
"479",1,14,2.2,3.5,3.54545454545455,4,4,3.5,2.91666666666667,0,0,1,1,1,0,1,0,"3",7
"480",0,9,2.8,2.25,1.90909090909091,2.75,3,2,2,0,1,1,1,1,1,1,0,"4",2
"481",0,1,2.6,3.5,4.63636363636364,3.25,3,3,2.75,0,0,1,1,1,1,0,0,"2",2
"482",0,12,2.8,3,4,3.75,3.75,2.75,3,0,1,1,0,1,0,0,1,"3",8
"483",0,8,2.6,1.5,2.90909090909091,2.5,3,2.5,1.66666666666667,0,0,1,1,1,1,0,0,"2",6
"484",0,1,3.4,3.25,3.18181818181818,2.25,2.25,2,2.5,0,1,0,0,1,1,1,0,"1",3
"485",0,13,2,2,2.90909090909091,1.75,1.75,2.5,1.66666666666667,1,0,0,0,0,1,1,1,"3",10
"486",1,14,2.6,2.5,3.27272727272727,3.25,2.5,3.5,2.5,0,0,1,0,0,1,0,1,"3",5
"487",0,8,3.4,2,3.63636363636364,2,2.75,2,2.25,0,1,1,0,1,1,1,0,"4",4
"488",0,11,2.8,2.75,3.36363636363636,3.5,3.5,2,2.75,0,0,1,0,0,0,1,0,"3",6
"489",1,14,1.8,1.75,1.18181818181818,1.75,1.5,1.5,1.41666666666667,2,2,1,1,1,1,0,1,"4",4
"490",1,5,3.8,2.75,3.63636363636364,2.5,2.5,2.5,2.83333333333333,1,1,1,0,1,1,1,0,"2",2
"491",1,5,4,3,3.63636363636364,3.25,3.75,3.75,2.83333333333333,0,0,0,0,1,1,0,0,"1",2
"492",0,10,2.6,3.5,2.63636363636364,3,3.25,2,2.83333333333333,0,1,1,0,1,1,0,0,"2",2
"493",1,5,3.6,3.5,3.90909090909091,3.25,2.75,3.25,3,0,0,1,0,1,1,0,1,"3",7
"494",1,8,2,2.75,3.27272727272727,2.5,3.5,2,2,0,0,1,0,1,1,0,0,"2",2
"495",0,6,2.6,2.5,3,2.5,2.25,2.5,2,1,0,1,1,1,1,0,0,"2",3
"496",0,13,3.6,3.25,3.63636363636364,2.25,3.5,2.5,2.75,0,1,1,0,0,1,0,1,"3",6
"497",1,14,1.8,2.25,2.09090909090909,1.5,3.5,2.25,1.66666666666667,0,2,1,0,1,1,1,0,"2",6
"498",1,8,3.6,2.75,3.18181818181818,3,4,3,2.5,1,1,0,0,1,1,0,0,"1",3
"499",0,8,2.4,1.5,1.54545454545455,1.25,1.75,2.25,1.5,1,1,1,1,1,1,1,0,"4",4
"500",1,12,3.2,2.5,4.18181818181818,3.5,3.5,2.5,2.33333333333333,0,1,1,0,1,1,0,0,"2",8
"501",0,14,2.4,3,3.45454545454545,2.75,3.25,2,2,1,0,1,1,1,1,1,0,"4",7
"502",1,6,1.6,1.75,3.36363636363636,2.75,3.25,3.5,1.41666666666667,1,1,1,0,1,1,0,0,"2",2
"503",0,14,2.8,2.5,4.63636363636364,2.5,4,3.25,2.08333333333333,0,1,1,0,0,1,1,0,"3",4
"504",0,8,2,1.25,2.09090909090909,1.25,3.5,1.75,1.5,1,1,0,0,1,1,0,0,"2",2
"505",0,3,3.8,2.75,4.09090909090909,3.25,3.75,3.5,2.66666666666667,0,1,0,0,1,1,0,0,"1",2
"506",0,7,2.2,2.5,2.18181818181818,3.5,3.75,3.25,1.91666666666667,1,2,0,1,1,0,1,0,"3",7
"507",1,9,2.8,2.5,2.81818181818182,3,4,3.75,2.25,0,0,1,0,0,1,0,0,"1",9
"508",0,1,2.6,2,3.18181818181818,3.25,4,2.75,2,0,2,1,0,0,1,1,1,"3",3
"509",0,11,2.6,2.25,3.54545454545455,3.25,3.25,2,2.25,1,0,1,1,1,1,0,0,"2",2
"510",1,14,3.4,3.75,3.18181818181818,2.5,3.5,3.25,3.08333333333333,0,0,1,0,0,1,0,1,"3",7
"511",1,8,2.2,2.5,3.81818181818182,3,3,2.25,2.25,0,0,1,1,1,1,0,0,"2",3
"512",0,14,1.8,2.75,2.63636363636364,3.5,3.75,3.5,1.83333333333333,1,1,1,1,1,1,1,0,"4",9
"513",1,7,2.2,2,2.54545454545455,3.25,3,2.75,1.83333333333333,0,1,1,0,0,1,0,1,"3",5
"514",0,6,2.6,2.25,3.63636363636364,2.5,3.25,3.25,2,0,0,1,1,0,1,0,0,"1",3
"515",1,5,3.8,2,2.81818181818182,2,3,2.25,2.5,0,0,1,0,1,1,0,1,"3",5
"516",1,11,2.6,1.75,2.54545454545455,2.5,2.5,2.25,1.83333333333333,0,1,1,0,1,1,1,0,"2",8
"517",1,13,3.2,2.5,4,2.5,4,2.75,2.25,0,1,1,0,0,1,0,0,"1",6
"518",0,1,1.2,3,1.90909090909091,2.75,3,2.5,1.91666666666667,1,1,1,1,1,1,1,0,"4",2
"519",0,7,3.2,3.25,3.63636363636364,2.75,3.5,3.25,2.83333333333333,0,0,0,0,1,1,0,0,"1",2
"520",1,8,2.8,2.5,3.18181818181818,2.25,3.25,3.25,2.41666666666667,0,1,1,0,1,1,0,0,"2",11
"521",1,14,3.2,2.25,3.18181818181818,2.5,2.75,2.75,2.25,0,2,1,1,0,1,1,0,"3",8
"522",0,12,4,4.25,4.63636363636364,2.75,4,2.75,3.16666666666667,1,1,1,1,1,1,1,0,"2",6
"523",1,13,2.6,2.75,3.36363636363636,2.5,3.5,1.75,2,1,1,1,0,1,1,1,0,"2",10
"524",1,4,2.4,2.5,3,2.75,3,2.5,1.91666666666667,0,1,1,0,1,1,1,0,"2",4
"525",0,7,2.8,2.5,5.09090909090909,3.25,3.25,2.25,2.58333333333333,1,0,1,0,1,1,0,0,"2",4
"526",1,9,3.4,2,4.18181818181818,2.75,3,2,2.08333333333333,0,1,1,1,1,1,0,0,"2",7
"527",1,3,3,4,2.63636363636364,3.25,3.25,3.5,2.83333333333333,0,0,1,0,1,1,0,0,"2",4
"528",1,10,4.4,5.25,3.54545454545455,3.25,4,3.5,3.33333333333333,0,1,0,0,0,1,0,0,"1",8
"529",1,6,2,3.5,3.27272727272727,2.75,2,2.75,2.41666666666667,0,2,1,1,1,1,1,0,"4",7
"530",0,9,3,4,3,3.25,3.25,3.25,2.5,0,0,0,0,1,0,0,0,"3",2
"531",1,12,4,4,2.90909090909091,3,3.5,3,3.33333333333333,0,0,1,1,1,1,0,0,"2",8
"532",1,9,3,4.5,4.90909090909091,3.25,4,3.75,3.16666666666667,0,0,0,0,0,1,0,0,"1",10
"533",1,6,2.4,2.25,3.36363636363636,3.25,3.75,2.5,1.91666666666667,0,0,1,0,1,1,0,0,"2",2
"534",1,4,1,1,2,2,2,2,0.833333333333333,2,2,1,1,1,1,1,0,"4",3
"535",0,4,1.4,1.5,2.72727272727273,2.5,3.5,3.5,1.33333333333333,0,0,1,1,0,1,0,0,"1",4
"536",1,14,2.4,1.75,2.81818181818182,2,3.25,2.5,1.83333333333333,0,2,1,0,0,1,0,0,"1",4
"537",1,6,3,4,2.63636363636364,3,3.75,2.75,2.66666666666667,1,1,1,1,1,1,1,0,"4",1
"538",1,6,2.6,2.75,2.63636363636364,1.75,2.75,1.5,2.16666666666667,0,1,1,1,1,1,1,0,"4",2
"539",0,7,1,1,1.90909090909091,1.25,2,1.75,0.833333333333333,1,1,1,1,1,1,0,0,"4",2
"540",0,7,4,3.25,4.18181818181818,3.25,4,3.5,3.16666666666667,0,0,0,0,0,0,0,0,"3",11
"541",0,6,2,3,3.45454545454545,2,3.5,2,2.08333333333333,0,1,1,1,1,1,1,0,"4",3
"542",1,7,2.8,3.25,2.81818181818182,1.75,3,2,2.58333333333333,1,0,1,1,1,1,0,0,"2",3
"543",1,10,2.6,3.5,3.27272727272727,2.25,3,2.5,2.41666666666667,0,2,1,1,1,1,1,0,"4",5
"544",0,9,3,2.25,3.09090909090909,3,4,3.5,2.08333333333333,0,1,0,0,1,1,0,0,"1",7
"545",1,11,1,1,1,1,1,1,0.833333333333333,2,2,1,1,1,1,1,0,"4",3
"546",1,4,2,2.25,2.45454545454545,2.75,3.75,3,1.75,0,0,0,1,1,1,1,0,"4",3
"547",1,2,2.2,2.5,2.90909090909091,3,3.5,3.75,2.25,0,1,0,0,1,1,1,0,"1",5
"548",1,10,2.6,3,2.72727272727273,2,3,2,2.41666666666667,0,2,1,1,1,1,1,0,"4",4
"549",1,12,1,1.5,2.18181818181818,1,1.25,1.5,1,2,2,1,1,1,1,1,0,"4",5
"550",0,1,1.4,3.25,3.45454545454545,3,3.25,2.75,2.08333333333333,0,0,1,0,1,0,0,0,"3",2
"551",1,14,3,2.25,3.90909090909091,2.75,3.25,2.5,2.41666666666667,0,0,1,0,1,1,0,0,"2",7
"552",0,9,2,2.5,4.36363636363636,3.5,2.5,3.25,2.08333333333333,0,0,1,0,1,1,0,0,"2",2
"553",0,11,2.4,1.25,4.72727272727273,4,3.5,3.5,2.16666666666667,0,0,1,1,1,0,1,0,"3",9
"554",0,7,3,2.5,3.63636363636364,3.25,2.5,3,2.41666666666667,0,2,1,0,0,1,0,0,"3",8
"555",0,10,1,1,2.63636363636364,1,1,1,0.833333333333333,0,1,0,0,0,0,0,0,"4",3
"556",0,2,3,3.25,3.81818181818182,1.75,1,1.25,2.41666666666667,0,0,0,0,0,1,0,0,"1",3
"557",1,10,3,2.25,4.09090909090909,3.25,3.5,3.25,1.75,0,1,0,0,1,1,1,0,"1",5
"558",0,3,2,2,2,1.25,1.5,1.25,1.66666666666667,2,2,1,1,1,1,1,0,"4",3
"559",0,9,3.2,3.5,3.63636363636364,3.5,2.5,3.25,2.33333333333333,0,0,1,1,1,0,0,0,"3",2
"560",1,9,2.4,3,2.63636363636364,2.75,2,3,2.41666666666667,0,0,0,1,1,1,0,0,"1",2
"561",1,9,2.2,3.25,3.18181818181818,1,1,1,2,2,2,0,1,1,1,1,0,"4",2
"562",1,8,2.4,3.5,3.18181818181818,3.25,2.75,3.5,2.66666666666667,0,0,1,0,1,1,0,0,"2",6
"563",0,6,1,1,2.45454545454545,2.75,3.5,3.25,0.833333333333333,0,0,0,1,1,0,0,0,"3",4
"564",1,3,2.4,3,2.36363636363636,2,2.75,2.5,1.75,0,1,1,1,0,0,1,0,"3",4
"565",1,1,3.8,4.5,5,3,3.75,3,2.91666666666667,0,0,0,0,1,0,0,0,"3",4
"566",1,12,1,2.25,2.09090909090909,3.25,3.25,1.75,1.25,1,2,1,1,1,1,1,0,"4",5
"567",1,14,2.6,3.5,2.54545454545455,2.75,3.5,2.5,2.41666666666667,0,0,1,0,0,1,0,0,"1",5
"568",0,11,2.6,2.5,2.45454545454545,1.75,2,3.25,2.16666666666667,0,2,1,1,1,1,1,0,"4",4
"569",1,5,3,2.5,3.45454545454545,3,4,3,2,0,0,0,0,1,1,0,0,"1",8
"570",1,2,1.8,2.25,2.54545454545455,1.75,2.5,3.25,1.58333333333333,0,1,0,0,1,1,1,0,"1",7
"571",0,5,2.2,2.25,3.54545454545455,3.25,3.25,3.5,1.75,0,1,1,0,1,1,0,0,"2",7
"572",1,8,1.4,2.5,2.63636363636364,1.75,2,2.25,1.5,0,1,1,1,1,1,0,0,"2",8
"573",0,10,4,2.75,2.72727272727273,2.5,3.25,1,2.75,0,2,1,0,1,1,1,0,"4",4
"574",0,4,2,2.75,3.27272727272727,3.25,3.25,3.5,2.16666666666667,0,1,1,0,1,1,0,0,"2",2
"575",0,14,2.6,2.5,3.36363636363636,3.5,2.75,2.5,2.58333333333333,0,2,1,0,0,0,1,1,"3",10
"576",0,6,1,1,1.63636363636364,3,3,3.25,0.833333333333333,2,1,1,1,1,1,1,0,"4",3
"577",1,7,2,3.25,3.18181818181818,3.25,3.5,2.5,2.25,0,0,1,1,1,1,1,0,"4",3
"578",1,4,2.4,2.5,2.63636363636364,2.75,2,2.25,2,2,0,1,1,0,1,0,0,"4",3
"579",1,9,1.6,1.75,1.45454545454545,3,1.75,2,1.33333333333333,0,0,1,0,1,1,1,0,"2",3
"580",0,4,3,3,2.54545454545455,3.5,4,3.25,2.83333333333333,0,2,1,0,1,0,0,0,"3",8
"581",0,12,1.6,2.75,1.54545454545455,1.25,1.25,1.25,1.58333333333333,2,1,1,1,1,1,1,0,"4",5
"582",0,4,1,1,1.45454545454545,3.25,4,4,0.833333333333333,0,0,1,0,1,0,0,0,"3",4
"583",1,8,3,3,3.36363636363636,2.5,2.5,2.5,2.75,0,1,1,1,1,1,1,0,"4",3
"584",1,12,3.6,3.25,3.36363636363636,2,3.75,2.75,2.33333333333333,0,0,1,0,1,1,0,0,"2",2
"585",1,9,1.4,3.25,4,2.25,4,2.75,2.08333333333333,0,0,1,1,1,1,0,0,"2",5
"586",1,4,1,1,2.27272727272727,1,1,1,0.833333333333333,0,0,0,1,0,0,1,0,"4",4
"587",0,6,3.4,3.25,3.36363636363636,3,3.5,3.25,2.83333333333333,0,1,0,0,0,1,0,0,"1",7
"588",1,10,3,3.5,2.45454545454545,2.75,3.75,3.5,2.5,0,1,0,1,0,1,0,0,"1",5
"589",1,14,4,3.75,4,3.25,4,3,3.16666666666667,0,2,1,0,1,1,1,0,"2",9
"590",0,6,2.2,2.75,2.36363636363636,1,2.25,1.25,1.91666666666667,0,2,1,1,1,1,0,0,"4",2
"591",1,6,3,3.75,3.54545454545455,2.25,2.75,2.5,2.25,2,1,0,0,1,1,0,0,"1",6
"592",0,4,1.2,3.25,4.18181818181818,3.25,3.75,3.25,2.08333333333333,0,0,0,0,0,0,0,0,"3",2
"593",0,3,2.4,4,3.81818181818182,3.25,2.5,3.25,2.58333333333333,0,1,1,0,0,1,0,1,"3",3
"594",0,5,3.4,3.25,4.45454545454545,3,3.75,3.25,2.83333333333333,0,0,0,0,1,1,0,0,"1",3
"595",0,14,2.2,2,2.54545454545455,2.5,2.75,3.25,1.66666666666667,0,2,1,0,1,1,0,0,"2",7
"596",0,6,2.4,3,2.09090909090909,3.25,3.75,3.25,1.75,1,2,0,0,1,1,1,0,"1",5
"597",1,3,3.2,4,2.45454545454545,1.5,1.75,1.75,2.66666666666667,0,0,0,0,0,1,0,0,"1",3
"598",0,8,2,2,1.72727272727273,1.75,1.75,2.5,1.58333333333333,1,1,1,0,1,1,1,0,"4",8
"599",0,12,3.2,2,1.90909090909091,3.25,3.25,3.5,2.33333333333333,1,0,0,0,0,0,1,0,"3",8
"600",1,2,1.8,2.75,2.90909090909091,3,3,3.25,2,0,0,1,0,0,1,1,0,"3",3
"601",1,8,2.6,2.25,3.45454545454545,3.5,3.5,3,2.25,1,2,1,1,0,1,1,0,"3",8
"602",1,11,2.6,2.75,3.45454545454545,3,3.75,3.25,2.5,0,0,0,0,0,1,0,0,"1",7
"603",1,6,2.2,2.75,2.36363636363636,3,3.5,2.75,1.66666666666667,2,0,1,1,1,1,1,0,"4",3
"604",1,11,2.6,4,4,3.25,3.75,3.75,3.08333333333333,0,0,1,0,1,1,0,0,"2",9
"605",0,14,2.4,3,4.18181818181818,2,4,2.75,2.25,0,1,1,0,1,1,0,0,"2",6
"606",1,6,1.6,1.5,1.72727272727273,1.25,2,1.5,1.16666666666667,2,2,1,1,1,1,1,0,"4",4
"607",1,11,1.8,1.5,1.45454545454545,1.25,1.75,1.25,1.16666666666667,2,2,1,1,1,1,1,0,"4",2
"608",1,1,4.2,5,5,3.25,4,3.25,3.83333333333333,0,0,1,0,0,1,0,0,"1",3
"609",1,10,1.4,1,1.27272727272727,2.75,3.25,2,0.833333333333333,1,1,1,1,1,1,1,0,"4",2
"610",1,14,2.2,4,3,1.75,2.25,2.5,2.75,0,0,1,1,1,1,1,1,"3",2
"611",1,5,1.8,2,1.72727272727273,2.5,3.25,2.25,1.5,0,2,1,1,1,1,1,0,"4",3
"612",1,9,3.6,2.25,3.45454545454545,2.75,3,2.75,2.33333333333333,0,2,1,0,1,1,0,0,"2",5
"613",1,9,2,1.25,2.90909090909091,3,3.5,3,1.16666666666667,0,2,1,1,1,1,0,0,"4",4
"614",1,12,2.4,2.75,1.81818181818182,2.5,3.25,2.75,1.83333333333333,2,2,1,1,1,1,1,0,"4",4
"615",0,4,2.6,2.5,2.63636363636364,2,2.75,2,2.08333333333333,0,0,1,0,0,0,0,0,"3",2
"616",1,14,2.4,2,2.81818181818182,2.75,2.75,2.75,1.83333333333333,0,0,1,0,1,1,0,1,"3",5
"617",0,14,4,3.5,2.90909090909091,3.25,1.75,2.5,3.25,1,0,1,0,0,0,0,0,"3",1
"618",1,11,2.8,2.25,3.36363636363636,3.25,3.25,2.5,2.16666666666667,0,0,1,0,1,1,0,0,"2",3
"619",1,2,1.8,3,2,2.5,2.75,2.25,2.08333333333333,0,2,0,0,1,1,0,1,"3",9
"620",0,1,2.6,2.5,3,3.25,4,3.5,2.08333333333333,0,0,1,0,1,0,0,0,"3",3
"621",0,12,3,5,3.72727272727273,3.25,3.5,4,3.08333333333333,1,0,0,0,1,1,0,0,"1",7
"622",1,1,2.6,3.25,3.63636363636364,2.75,2.5,2.25,2.66666666666667,0,0,1,1,1,1,1,0,"4",5
"623",0,1,3.6,3,3.27272727272727,2.25,3.25,3.25,2.16666666666667,0,1,0,0,0,1,1,0,"1",6
"624",0,1,3.6,2.75,4,3.5,3.5,2.5,3.25,0,0,1,0,1,0,0,0,"3",6
"625",1,9,1,1,1,2.75,3.75,2.75,0.833333333333333,2,2,1,1,1,1,1,1,"4",3
"626",1,7,2.6,4.25,3,2,3.75,3,2.75,0,2,0,1,1,1,0,0,"1",3
"627",1,5,2.2,2.5,3.18181818181818,2.75,2.75,3.25,2,0,1,1,0,1,0,0,1,"3",3
"628",0,8,3.2,3,4.09090909090909,3.25,4,3.5,2.5,0,0,0,0,1,1,0,1,"3",9
"629",0,10,1.8,1.5,3.18181818181818,1.5,2,3,1.58333333333333,0,1,0,0,1,1,0,0,"1",2
"630",1,6,2,3,2.72727272727273,1.75,3.25,3.25,1.91666666666667,0,0,0,0,1,1,0,0,"1",4
"631",1,7,2.2,2.5,1.72727272727273,2,2.25,2.25,2.33333333333333,1,1,1,1,1,1,1,0,"4",5
"632",1,9,2.2,2.25,3.09090909090909,2.75,2.75,2.75,1.83333333333333,1,1,0,0,1,1,0,0,"1",3
"633",1,10,2.8,2.75,3,2.25,1.75,2,2.41666666666667,2,1,1,1,1,0,0,1,"4",4
"634",0,14,3.6,2.5,3.45454545454545,2.25,3.5,2.25,2.66666666666667,0,2,1,0,1,1,1,0,"4",4
"635",0,10,3,2.75,2.27272727272727,3,3.25,3,2.58333333333333,0,2,1,1,1,1,1,0,"4",4
"636",0,4,2.8,3.5,3.72727272727273,1.5,3.5,3,2.41666666666667,0,0,0,0,0,1,0,0,"1",6
"637",1,14,3,2.5,2.54545454545455,2.25,3.25,2.75,2.5,0,0,1,0,1,1,1,0,"2",2
"638",0,2,2.4,2,3.27272727272727,2.25,2.25,2.25,1.75,0,1,0,1,1,1,0,0,"1",3
"639",0,7,3,2.25,1.45454545454545,2,1.5,1.5,2.08333333333333,0,1,1,1,1,1,1,0,"4",2
"640",0,12,2,2.75,2.81818181818182,3.25,3.5,2.75,2.08333333333333,0,1,1,0,1,1,1,0,"1",9
"641",1,12,2.6,2.25,3.27272727272727,3.25,3,3.5,1.75,1,1,1,1,1,1,1,0,"4",6
"642",1,6,2.8,3,3.72727272727273,3.25,2.5,3,2.41666666666667,0,1,1,0,1,1,1,0,"2",4
"643",1,5,2.4,2.75,3.90909090909091,3.25,3.5,3,2.25,0,0,1,0,0,1,1,1,"3",4
"644",1,13,2.8,2,3.36363636363636,2,2.75,2,2.16666666666667,1,2,1,1,0,1,1,0,"3",6
"645",0,12,2.8,2,3.81818181818182,3.5,4,4,2,0,2,0,0,0,0,0,0,"3",10
"646",1,6,3.8,2.5,4,2.75,3.5,2.25,2.75,0,1,1,0,0,1,1,0,"3",3
"647",0,5,1,1,1,1,1,1,0.833333333333333,2,2,1,1,1,1,1,1,"4",5
"648",1,13,3.2,2.75,3.09090909090909,4,3.25,3.75,2.75,1,0,0,0,1,0,1,0,"3",10
"649",0,5,2.4,2.75,2.18181818181818,3.25,3,3,2.08333333333333,0,0,0,0,1,0,0,0,"3",5
"650",1,5,2,3.5,2.81818181818182,3.25,3.5,3.75,2,1,1,1,1,1,1,1,0,"4",4
"651",1,5,3,2.25,2.18181818181818,2.75,3.5,2.25,2.25,1,2,1,1,1,1,1,0,"4",3
"652",1,9,2.2,3.75,2.36363636363636,3.25,2.75,3.75,2.41666666666667,1,1,1,0,0,1,0,0,"1",6
"653",0,14,2.2,2.25,3,2.5,3.25,3.25,1.66666666666667,0,2,1,1,1,1,1,0,"4",6
"654",0,7,1.8,1.75,2.36363636363636,1.75,1.75,1.75,1.41666666666667,0,1,1,1,1,1,1,0,"4",2
"655",1,8,3.2,3,3,1.75,3.25,2.5,2.41666666666667,0,0,1,0,0,1,1,0,"3",7
"656",1,11,2.8,3,3.09090909090909,2.5,2.75,2.25,2.41666666666667,0,1,1,1,0,1,0,0,"1",6
"657",0,6,2.8,2.5,3.63636363636364,3.75,3,2.75,2.08333333333333,0,1,1,1,1,1,1,0,"4",1
"658",1,2,2.4,2.75,3.09090909090909,2.5,3.25,2.25,2.33333333333333,0,0,0,0,0,1,0,0,"1",2
"659",1,11,1.4,1.5,1.45454545454545,1.75,2,1,1.08333333333333,2,2,1,1,1,1,1,0,"4",3
"660",0,1,2.4,3.5,1,2.75,2.5,2.75,2.41666666666667,0,0,1,1,1,1,0,0,"2",2
"661",0,4,2.4,2.25,1.72727272727273,2.5,2.25,2.5,1.83333333333333,2,1,0,1,1,1,1,0,"4",3
"662",0,13,2.4,2.75,2.36363636363636,2.75,3.5,2.25,2.5,1,0,1,0,0,1,1,1,"3",7
"663",0,2,2.6,3,3.45454545454545,3.25,4,3.5,2.41666666666667,0,0,1,0,1,1,0,0,"2",2
"664",1,5,1.6,2.5,2.72727272727273,2.75,2,2.25,1.91666666666667,0,2,1,1,1,1,1,0,"4",3
"665",0,9,2.6,3,3.09090909090909,2.5,2.5,2,2.25,0,2,1,1,0,1,1,0,"3",6
"666",0,6,1.8,2.25,2.54545454545455,2,3.5,3,1.66666666666667,0,1,0,1,1,1,0,0,"1",9
"667",0,12,2.4,2.5,3.90909090909091,3.25,3.25,3.5,2.33333333333333,0,1,1,1,1,1,0,0,"2",10
"668",0,9,2.6,2.75,3.63636363636364,3.5,4,3.5,2.5,0,0,1,0,1,1,0,1,"3",6
"669",0,12,2.4,2.25,2.90909090909091,3,3,3.25,1.75,0,1,1,1,1,1,1,0,"4",5
"670",1,1,2,2.75,3.45454545454545,2.5,3.25,2.5,1.83333333333333,1,0,1,0,1,1,0,0,"2",1
"671",1,11,2,2.5,2.36363636363636,2.75,2.75,2.75,2,0,0,1,1,1,1,1,0,"4",6
"672",1,6,2.8,3,3,2.5,3.5,2.25,2.25,0,2,0,0,1,1,1,0,"2",4
"673",0,13,2,2.5,2.36363636363636,3,3.25,3.5,1.91666666666667,0,1,1,0,0,1,0,0,"3",5
"674",1,10,3.4,3,2.81818181818182,1,2,1.5,2.58333333333333,2,1,1,1,0,0,1,1,"4",3
"675",1,14,3,3.75,3.36363636363636,3,3.5,2.75,3.08333333333333,0,0,1,1,1,1,1,0,"4",3
"676",0,6,3,3.25,4,3.75,3.25,3.25,3.08333333333333,0,1,1,0,1,0,0,0,"3",7
"677",1,8,3.4,2.25,3.09090909090909,3,3.25,3.5,2.25,2,2,1,1,0,1,1,0,"3",11
"678",0,7,1.8,2.25,1.90909090909091,3.5,2.75,3.5,1.75,2,2,1,1,0,1,1,1,"3",6
"679",1,3,3.4,3.5,2.90909090909091,3,2.75,3.25,2.66666666666667,0,0,1,0,1,1,0,0,"2",2
"680",1,7,2.6,2.75,2.45454545454545,3.25,3,2.25,2.25,0,2,1,1,1,1,1,0,"4",2
"681",1,12,2.4,2,2.81818181818182,2.25,2.5,2.5,2,0,1,1,1,1,1,1,0,"4",10
"682",1,5,3,2.75,2.27272727272727,2,3.5,2.5,2.33333333333333,0,1,1,0,0,1,0,0,"1",2
"683",1,8,3,1.25,1,1,1,1.25,2,2,0,0,0,1,0,0,0,"3",2
"684",0,6,2.2,2.5,2.18181818181818,1.75,1.25,1.5,2,2,2,1,1,1,1,1,0,"4",7
"685",1,10,3.2,3.75,3.18181818181818,3,2.75,2.5,2.75,0,0,1,1,1,1,0,0,"2",2
"686",1,8,2.8,2.5,4.54545454545455,2.75,3.5,2.75,1.91666666666667,0,1,1,0,1,1,1,0,"2",5
"687",1,14,3.6,2,2.27272727272727,2,3.5,2.5,2.5,1,2,1,0,0,1,1,0,"3",3
"688",0,12,2.8,3,3.18181818181818,3.25,3.25,3,1.91666666666667,0,2,1,1,1,1,1,0,"4",6
"689",1,1,2.2,3.5,2.90909090909091,3.25,3,3.25,2.58333333333333,0,0,1,0,1,0,0,0,"3",2
"690",1,7,1.8,2,2.36363636363636,2.75,2,2.25,1.91666666666667,2,2,1,1,1,1,1,0,"4",4
"691",1,10,2.4,2.75,2.45454545454545,1.5,1.75,1.75,2.08333333333333,2,2,1,1,1,1,1,0,"4",3
"692",1,2,2.6,3.25,3.63636363636364,3,3.75,2.5,2.66666666666667,1,0,1,1,1,1,0,0,"2",2
"693",0,10,3.2,2.75,4.36363636363636,2.5,3.25,2.75,2.58333333333333,0,0,1,1,1,1,0,0,"2",2
"694",1,13,2.2,1,1.72727272727273,2.75,2.75,3.25,1.33333333333333,0,1,1,1,1,1,1,0,"4",10
"695",1,6,1.6,3,3,2.5,3.75,2.75,1.91666666666667,0,2,1,0,1,1,0,0,"2",7
"696",1,14,2,2,2,2,2.75,2,1.66666666666667,0,1,0,0,0,0,0,0,"3",2
"697",1,3,3.2,3.25,2.90909090909091,3,2.75,3.25,2.58333333333333,0,1,1,0,1,1,0,0,"2",2
"698",0,8,2.8,2.5,2.63636363636364,2.75,3,3,2.08333333333333,0,1,0,0,1,1,0,0,"1",2
"699",0,6,1,1,2.54545454545455,2,2,2,0.833333333333333,0,1,0,1,1,0,0,0,"3",5
"700",0,6,2.4,1,3.54545454545455,3,3.25,3,1.41666666666667,1,1,1,1,1,1,0,0,"2",2
"701",0,5,3,3.25,2.72727272727273,3.25,4,4,2.91666666666667,0,0,0,0,0,0,0,0,"3",9
"702",1,4,1.6,2.75,2.18181818181818,2,1.75,1.5,1.83333333333333,1,1,1,0,1,0,1,0,"4",2
