"caseID","q1","q2r1","q2r2","q2r3","q2r4","q2r5","q2r6","q2r7","q2r8","q2r9","q2r10","q4r1","q4r2","q4r3","q4r4","q4r5","q4r6","q4r7","q4r8","q4r9","q4r10","q4r11","q5r1","q11","q12","q13r1","q13r2","q13r3","q13r4","q13r5","q13r6","q13r7","q13r8","q13r9","q13r10","q13r11","q13r12","q24r1","q24r2","q24r3","q24r4","q24r5","q24r6","q24r7","q24r8","q24r9","q24r10","q24r11","q24r12","q25r1","q25r2","q25r3","q25r4","q25r5","q25r6","q25r7","q25r8","q25r9","q25r10","q25r11","q25r12","q26r18","q26r3","q26r4","q26r5","q26r6","q26r7","q26r8","q26r9","q26r10","q26r11","q26r12","q26r13","q26r14","q26r15","q26r16","q26r17","q48","q49","q50r1","q50r2","q50r3","q50r4","q50r5","q54","q55","q56","q57"
882,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,NA,2,4,2,2,2,2,4,1,2,4,1,2,4,2,2,1,2,4,3,1,1,1,5,2,4,1,2,1,2,1,1,4,1,3,2,1,1,1,2,1,1,1,3,1,3,1,1,2,1,1,1,1,2,1,2,1,0,0,0,0,1,2,2,4,1
2385,4,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,3,6,1,3,4,1,4,1,4,1,4,1,2,4,6,1,1,6,1,1,1,1,6,1,1,1,1,1,1,1,1,4,1,2,1,1,1,6,6,2,3,6,6,2,6,6,1,6,6,6,5,6,2,2,5,3,0,1,0,0,0,2,2,7,2
958,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,4,4,2,1,4,4,4,1,4,1,4,4,4,4,3,1,4,3,5,3,1,1,3,2,2,2,2,2,3,2,3,6,2,3,1,2,3,2,4,5,3,4,5,6,4,5,5,2,3,4,3,3,4,2,4,1,0,1,0,0,0,1,2,10,2
213,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,6,NA,2,4,2,4,4,1,2,4,2,1,4,4,3,1,6,4,3,1,3,3,3,4,1,2,1,1,2,1,3,6,3,3,1,2,2,3,1,1,3,5,5,3,6,1,4,4,3,3,5,1,4,5,6,2,0,0,0,1,0,1,2,13,2
322,5,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,4,5,1,1,3,1,1,1,4,1,3,4,2,1,1,1,1,1,1,1,1,1,6,1,1,1,2,2,2,2,2,4,2,2,2,2,2,2,2,1,1,2,3,1,3,1,3,2,2,4,2,2,2,2,3,1,0,1,1,0,0,1,1,11,1
873,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,6,2,4,2,4,4,2,4,4,2,4,4,1,5,2,4,4,5,2,3,2,5,3,3,3,3,3,3,3,3,5,3,3,4,3,4,5,5,3,5,3,5,5,5,4,5,5,4,3,5,5,4,5,3,4,1,0,0,0,0,1,2,2,2
1198,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,2,5,1,1,1,2,1,3,1,1,1,2,2,2,2,3,2,3,3,4,4,4,3,3,2,4,3,1,2,3,3,3,3,5,3,2,2,4,1,4,3,3,2,1,4,4,1,2,3,4,2,4,2,3,4,3,0,1,0,0,0,1,1,1,2
1072,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,4,1,4,4,4,4,4,1,1,5,5,5,5,1,5,5,1,5,5,1,1,5,1,5,5,5,5,5,1,5,5,5,1,1,5,5,2,2,2,1,5,5,5,2,2,5,5,1,4,3,1,0,0,0,0,3,2,5,2
2363,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,4,3,1,2,4,1,4,2,3,3,3,1,2,2,6,4,4,3,4,2,1,3,1,3,3,5,4,4,2,5,5,4,3,4,3,3,6,5,4,2,4,3,3,3,4,4,2,3,3,4,3,3,3,4,6,2,1,0,0,0,0,1,2,8,2
1277,6,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,5,5,1,1,4,4,4,2,4,4,4,1,2,4,1,1,1,4,3,3,2,1,6,3,6,3,4,2,2,6,6,6,2,4,2,3,4,2,2,3,2,3,4,6,3,3,5,2,5,3,4,3,4,1,3,1,0,1,0,0,0,1,2,12,NA
2210,3,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,3,3,1,2,4,1,3,1,4,3,2,1,3,1,4,1,1,5,2,2,2,2,6,1,1,1,2,2,2,3,2,6,3,3,2,1,2,3,2,3,3,5,2,4,3,2,2,6,3,3,3,3,3,2,4,2,1,0,0,0,0,1,1,9,2
476,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,1,3,2,1,4,4,4,1,4,4,4,4,4,4,5,1,1,6,3,1,1,1,6,1,1,1,1,2,1,1,2,6,1,3,1,1,2,3,3,2,4,2,2,2,3,1,1,6,2,2,3,1,4,2,6,2,1,0,0,0,0,1,2,8,2
137,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,NA,3,5,2,4,4,1,4,1,4,3,4,2,3,1,4,3,5,5,4,2,1,1,6,2,1,1,3,2,3,2,2,4,3,2,3,2,2,4,6,3,4,4,2,6,4,3,3,6,3,4,5,5,5,4,4,1,1,0,0,0,0,1,2,11,2
1147,3,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,3,6,1,4,4,1,3,2,3,3,3,3,2,3,2,2,5,4,3,2,5,1,2,2,2,2,1,2,2,3,2,3,4,3,3,3,1,5,6,6,2,6,2,5,4,1,3,2,4,3,3,2,5,4,2,2,1,0,0,0,0,6,1,10,2
1578,6,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,5,5,1,1,4,3,3,2,4,4,3,3,2,1,2,1,2,5,2,2,1,2,5,2,1,1,4,3,2,3,4,5,2,4,4,2,6,5,3,2,5,2,4,4,4,1,2,3,2,4,4,4,5,2,5,1,0,0,1,0,0,4,2,13,2
2238,3,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,3,5,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,0,1,1,0,0,5,2,5,1
1391,6,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,4,4,1,2,4,1,4,2,3,2,3,1,2,1,5,2,2,5,2,2,2,2,5,2,2,2,2,2,2,2,2,5,5,2,2,2,3,4,5,2,4,3,3,5,2,5,2,5,4,5,4,2,3,2,5,1,1,0,0,0,0,1,1,12,2
2266,3,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,2,1,1,2,4,1,4,1,2,4,2,2,2,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,2,3,3,2,2,3,4,3,2,3,2,1,0,1,0,0,0,1,2,8,1
948,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,2,4,1,2,3,1,1,1,2,2,2,2,3,1,2,2,3,2,1,2,1,2,3,1,2,1,2,1,3,3,2,1,1,3,2,2,2,2,1,2,1,3,1,2,2,3,2,1,2,1,2,2,3,2,2,2,1,0,0,0,0,1,2,3,2
2247,3,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,2,1,2,4,2,3,1,3,2,2,3,1,2,3,2,2,3,3,1,3,2,3,2,2,2,2,1,2,3,1,2,2,2,2,3,1,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,1,3,2,1,0,0,0,0,1,2,6,1
1892,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5,1,4,4,1,4,1,4,4,4,4,4,4,5,2,2,3,4,1,2,3,3,4,4,3,2,3,3,3,3,4,2,3,2,2,2,2,6,2,5,4,5,5,4,4,4,6,5,6,5,3,5,3,4,2,1,0,0,0,0,1,2,8,1
987,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,2,2,2,2,3,3,2,2,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,0,0,1,1,2,12,1
2017,5,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,3,6,1,2,4,2,4,1,4,4,2,2,3,1,4,1,1,3,3,1,1,3,4,1,2,2,3,2,1,2,2,6,2,4,2,1,1,4,3,1,3,3,2,4,2,4,3,3,4,2,3,2,3,3,3,3,0,0,1,0,1,1,2,8,1
1505,2,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,4,1,1,4,2,3,1,4,2,3,2,4,1,1,1,1,3,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,4,1,1,1,1,6,1,1,1,1,4,2,1,0,0,0,0,6,1,5,2
1555,7,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,4,3,4,4,4,2,1,1,4,4,2,1,1,4,3,3,6,3,3,1,3,1,6,1,2,2,2,3,2,1,2,6,2,2,1,1,4,1,2,3,3,4,3,4,4,3,3,1,2,2,3,3,2,4,6,1,0,0,0,1,1,1,2,14,2
1934,4,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,3,6,1,4,4,2,2,1,4,4,4,4,4,1,5,3,3,3,5,1,1,1,5,1,1,1,2,2,1,1,1,6,1,2,3,1,1,1,6,1,1,4,6,6,4,1,1,5,3,4,4,3,3,3,4,1,0,0,1,0,0,2,2,3,1
2228,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,4,4,1,4,4,1,4,1,4,4,2,4,4,1,5,1,1,5,3,1,2,2,5,2,3,3,1,1,2,2,1,5,2,1,1,1,2,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,0,0,0,0,1,2,2,1
380,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,5,6,1,4,4,1,4,1,4,4,3,4,4,1,6,3,3,2,3,1,3,3,4,2,3,2,3,1,2,2,4,5,3,3,1,1,2,4,6,1,5,4,6,6,3,2,2,6,6,5,6,3,4,3,3,2,1,0,0,0,0,2,2,7,1
1940,7,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,4,5,1,3,4,4,4,3,1,4,3,4,4,4,1,3,2,3,5,1,3,3,4,2,3,2,2,2,3,1,2,4,2,1,2,2,1,3,3,1,3,3,3,3,4,3,5,3,5,4,3,3,4,3,3,4,0,0,0,1,0,2,1,9,2
1790,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,4,4,1,4,4,3,2,1,4,2,4,1,3,1,5,2,3,4,3,1,2,2,3,3,1,1,3,4,2,3,3,5,3,4,2,2,3,4,5,3,5,4,5,5,6,3,3,3,4,5,2,3,5,3,3,2,1,0,0,0,0,1,2,13,2
1939,5,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,4,2,1,4,4,4,4,2,4,4,4,1,3,4,6,1,1,5,3,2,1,1,4,1,1,1,1,1,1,1,1,6,3,1,1,2,2,3,3,2,1,3,2,4,5,2,1,3,2,1,4,2,2,1,4,3,1,0,0,0,0,1,2,7,2
1039,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,4,4,1,1,4,3,3,1,4,4,2,1,4,3,5,1,1,3,2,1,2,3,5,3,3,2,3,2,2,3,3,5,3,4,2,1,3,4,5,1,3,3,6,5,5,3,5,5,3,6,5,2,6,3,4,4,0,0,0,1,0,1,2,5,1
745,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NA,1,3,2,3,3,2,3,2,2,4,3,2,4,1,3,1,3,1,2,4,4,5,4,3,5,4,4,4,2,4,5,5,2,3,2,2,4,3,5,5,2,4,3,4,2,2,2,3,3,2,4,1,5,6,3,2,0,0,1,0,0,3,2,6,2
1134,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,NA,3,5,1,4,4,4,4,2,4,4,4,2,4,4,3,1,2,4,4,2,3,3,5,3,4,3,5,3,4,5,4,4,4,5,3,3,3,4,5,2,3,3,5,5,3,2,5,6,4,5,5,3,4,1,2,3,1,0,0,0,0,1,2,7,1
122,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,NA,2,3,2,1,4,2,4,1,2,4,4,1,4,2,4,2,2,6,1,1,2,1,6,1,1,1,4,4,4,2,2,5,1,3,3,2,2,4,4,2,5,3,1,3,4,3,5,6,3,4,4,3,5,4,3,2,1,0,0,0,0,6,1,9,2
2184,3,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,4,4,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,2,4,1,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,4,2,1,0,0,0,0,1,2,9,2
1385,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,3,3,1,4,4,1,4,1,4,4,2,4,2,4,2,1,1,3,4,1,1,1,3,1,2,1,2,2,3,1,3,6,3,3,2,1,3,2,3,1,4,3,3,3,3,1,2,5,5,3,3,2,1,2,3,1,0,0,0,1,1,1,1,9,2
1128,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,6,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,5,2,3,2,5,2,3,2,3,3,3,3,3,5,3,4,3,3,3,2,2,3,4,3,3,3,4,3,4,4,4,4,3,3,4,4,4,1,1,0,0,0,0,1,2,14,1
1775,3,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3,5,1,1,3,2,2,1,3,4,3,1,4,4,4,1,2,4,2,1,2,2,5,2,3,2,1,1,1,1,2,5,1,3,2,2,2,5,4,4,4,4,6,4,4,3,4,6,3,2,5,2,4,4,4,2,1,0,0,0,0,1,2,11,2
1089,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,NA,2,6,1,3,4,1,4,2,4,4,3,3,4,4,3,1,1,3,5,3,3,2,6,2,2,3,3,2,3,3,1,4,2,5,1,2,5,2,6,2,3,4,5,6,6,1,3,6,6,3,4,6,3,3,4,1,1,0,0,0,0,1,2,4,2
194,8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,NA,4,4,1,3,3,3,4,2,4,3,2,1,3,1,5,1,2,2,2,3,1,1,6,1,1,1,2,2,2,2,1,6,2,2,2,1,2,5,4,1,3,2,2,4,2,1,2,5,2,3,5,3,4,2,5,1,0,0,0,0,1,1,2,8,2
220,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,2,5,1,4,4,4,3,2,4,4,2,2,4,4,3,3,3,3,4,3,4,3,3,3,3,3,4,4,4,2,3,4,3,4,3,2,4,4,5,2,3,4,4,3,6,5,6,6,5,4,3,2,5,3,4,4,0,0,0,1,1,1,1,3,1
1429,8,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,4,4,1,4,4,2,4,2,4,4,3,4,2,4,1,2,3,1,3,1,2,3,1,3,2,2,3,2,2,2,3,5,2,3,3,2,2,3,2,3,3,3,3,2,4,2,3,6,2,5,2,2,2,2,4,3,1,0,0,0,0,1,2,14,2
1848,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,3,1,4,4,1,4,2,4,4,4,4,4,4,4,1,2,3,5,1,3,3,3,1,2,2,4,2,3,3,3,4,3,2,2,3,3,4,3,3,3,4,3,4,4,3,4,3,2,4,4,3,3,3,4,1,0,0,1,0,0,1,2,12,1
1683,6,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,4,5,1,1,2,2,4,2,4,2,4,2,2,4,3,1,1,4,4,3,3,1,5,2,2,2,2,2,2,3,2,5,2,3,1,2,4,3,4,3,5,3,3,4,2,1,3,6,5,5,5,3,3,1,3,3,1,0,0,0,0,1,1,1,1
328,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,NA,3,6,1,4,3,4,4,2,2,4,2,2,4,4,3,2,2,3,2,2,2,3,4,3,5,3,2,4,3,2,4,5,2,3,2,3,3,3,2,2,3,3,3,3,3,3,3,5,3,3,2,2,4,2,2,2,1,0,0,0,0,2,2,5,1
2292,3,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,4,4,1,2,4,3,1,1,3,4,2,2,2,2,2,1,1,4,2,2,4,2,4,2,3,2,2,2,2,3,3,5,2,3,4,2,4,4,2,3,1,2,1,3,3,4,4,5,4,2,3,2,1,2,4,1,1,0,0,0,0,3,2,6,1
691,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,3,3,1,4,4,1,1,1,4,4,4,1,4,4,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,5,1,1,1,2,5,3,5,1,1,1,1,1,2,2,1,2,3,1,0,0,0,0,6,2,1,2
932,7,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,4,4,1,1,1,4,4,1,4,4,1,1,1,3,6,1,1,6,1,1,1,1,6,1,1,1,2,2,2,2,1,6,2,1,3,1,1,2,2,2,1,3,1,2,2,1,1,6,1,2,2,2,1,2,4,2,1,0,0,0,0,1,2,13,1
1376,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,6,1,4,4,1,4,2,2,4,3,4,4,2,5,2,2,3,5,1,2,3,4,2,2,3,2,3,2,2,2,4,2,2,2,1,2,3,4,1,4,3,1,4,4,2,2,6,3,4,3,1,5,2,4,1,1,0,0,0,0,1,1,10,NA
1148,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,2,1,4,4,4,4,4,4,4,4,4,1,4,3,2,3,4,4,2,2,2,4,3,3,2,2,3,3,2,3,6,2,3,2,2,2,3,4,3,5,3,3,5,4,4,3,4,3,5,4,3,5,4,3,1,0,0,0,0,1,1,2,8,2
1451,3,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,4,5,1,2,4,2,3,2,4,4,4,3,2,3,3,1,3,5,4,1,2,1,5,1,1,1,1,1,2,2,1,6,2,1,1,1,1,3,2,2,4,3,3,2,3,3,4,6,3,5,4,2,3,3,3,2,1,0,0,0,0,6,1,5,2
1181,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,5,6,2,4,5,2,5,5,5,3,4,3,3,3,5,3,3,3,3,4,4,3,3,3,4,3,3,4,4,5,4,3,3,3,4,3,5,4,1,0,0,0,1,1,1,2,13,1
727,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,3,4,1,1,4,1,3,2,4,4,4,4,4,3,2,3,2,2,2,1,4,2,3,2,4,4,2,3,3,2,3,5,3,2,2,3,1,4,1,1,2,3,4,1,4,1,4,4,2,3,3,1,3,1,4,2,0,0,0,1,1,1,2,6,1
630,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,NA,3,3,1,2,3,4,4,1,4,2,1,4,4,2,1,1,1,4,3,2,1,3,4,3,2,1,1,1,3,3,1,2,2,3,1,1,3,4,3,1,2,2,4,3,2,3,1,2,2,2,2,1,4,3,2,2,0,1,0,0,0,1,2,12,1
56,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,NA,4,4,1,2,3,3,4,1,4,3,1,1,2,1,3,2,2,5,5,4,2,3,4,2,1,2,2,2,2,3,2,5,3,3,1,2,3,3,4,2,3,4,2,5,5,2,3,6,3,3,4,3,3,5,6,2,1,0,0,0,0,1,2,10,2
1427,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,3,3,1,1,3,1,4,1,4,4,3,1,1,4,5,1,1,6,3,1,2,2,3,2,3,1,1,1,2,1,1,5,1,3,1,1,1,1,3,1,5,4,3,6,2,2,2,6,1,2,5,1,1,4,4,2,1,0,0,0,0,1,2,7,2
1925,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,4,5,1,2,4,2,4,2,3,3,2,1,4,2,5,1,1,6,5,2,3,2,5,1,4,2,4,4,4,4,3,5,3,5,3,1,2,4,6,1,4,4,3,4,2,3,2,3,5,6,5,2,4,1,3,1,0,0,1,1,0,1,2,10,1
507,10,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,NA,3,3,1,2,3,2,3,1,2,2,4,3,2,2,3,1,1,3,2,2,2,2,4,1,2,1,1,1,1,1,2,6,1,2,2,1,2,6,3,1,5,2,4,2,2,2,3,4,3,4,1,2,5,3,3,1,0,0,0,0,1,1,2,12,1
1484,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,4,2,4,1,4,2,4,1,4,4,4,2,4,1,4,1,3,3,1,1,1,1,3,1,3,1,2,3,1,4,2,3,1,3,3,3,2,3,2,1,6,3,3,4,1,1,3,6,1,3,6,1,4,1,1,2,1,0,0,0,0,1,2,12,2
1535,5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,3,6,1,4,4,1,4,1,4,4,4,2,4,2,3,1,1,1,3,3,1,1,3,1,1,1,2,3,2,2,3,6,2,5,2,2,3,3,4,3,4,2,4,4,4,3,1,6,4,3,4,3,3,2,4,3,1,0,0,0,0,1,2,11,2
48,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,5,1,4,4,1,2,2,4,4,4,4,4,4,1,1,2,4,4,4,4,2,2,3,3,2,1,1,3,2,2,1,1,3,2,1,1,1,1,1,1,5,1,1,1,2,1,2,1,1,1,2,1,1,2,1,0,1,0,0,0,6,1,4,1
1055,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,NA,4,5,1,2,4,1,2,1,4,3,4,1,3,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,0,0,0,0,1,2,5,2
1183,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,NA,2,2,2,4,3,3,3,1,4,3,1,2,4,4,4,2,4,4,3,1,3,2,3,4,3,3,3,3,2,2,3,3,2,3,3,4,2,3,2,3,1,4,3,3,4,2,2,4,3,3,4,2,2,3,3,3,1,0,0,0,0,3,2,1,1
461,3,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,3,4,1,1,2,2,2,1,3,3,3,2,1,1,1,1,3,1,2,1,2,2,1,3,2,2,1,2,3,1,2,2,1,3,2,3,2,2,2,3,2,2,1,3,2,2,3,2,1,1,2,2,2,4,6,1,0,1,0,0,0,1,2,14,2
2168,3,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,3,3,1,1,2,1,2,1,1,2,2,2,2,1,2,3,1,2,2,2,3,1,6,2,3,1,2,2,3,3,1,3,2,1,2,2,3,3,1,1,1,3,2,1,3,3,1,3,2,1,1,2,2,2,2,2,1,0,0,0,0,1,2,7,2
2274,6,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,4,3,1,1,4,2,4,1,4,4,2,3,4,3,2,2,2,5,2,2,2,2,5,2,2,2,3,3,2,2,3,4,3,2,2,2,3,3,4,2,3,2,3,4,3,3,2,3,3,3,3,2,3,2,6,1,0,0,1,0,0,1,2,11,1
241,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,NA,2,2,1,1,3,3,2,2,2,3,2,2,2,3,1,2,2,6,6,4,4,3,3,1,3,1,2,3,4,1,2,6,1,2,2,3,2,6,6,1,6,3,4,3,4,4,4,4,3,6,6,6,6,3,4,1,0,0,0,0,1,1,2,8,2
1748,9,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,4,5,2,4,4,2,4,2,4,4,4,4,4,2,4,2,3,2,5,1,2,3,3,2,3,2,2,5,2,2,1,6,2,2,3,2,3,2,5,5,6,5,3,6,6,3,2,6,5,6,5,2,5,3,6,2,1,0,0,0,0,1,1,13,1
854,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,3,5,1,2,4,2,4,2,3,4,4,2,4,1,1,1,1,3,3,1,1,2,5,2,3,1,4,3,1,4,4,5,1,4,3,2,4,4,3,3,3,3,4,4,3,5,2,4,3,6,3,3,5,2,4,2,1,0,0,0,0,1,2,10,1
1667,11,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,3,3,2,2,4,2,4,3,4,3,3,4,2,3,6,2,3,3,3,3,2,2,5,2,3,2,3,3,4,3,3,6,3,2,1,1,2,4,3,4,5,5,5,3,5,2,5,3,2,3,3,2,3,5,4,1,0,0,0,0,1,1,2,14,2
397,8,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,3,4,1,1,4,1,3,4,2,2,2,2,3,2,1,4,1,3,2,2,1,1,5,2,3,2,3,3,3,3,3,6,3,2,3,1,3,4,3,1,1,1,2,2,1,1,2,1,3,2,2,1,3,2,3,1,0,0,0,0,1,1,2,9,2
100,2,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,3,6,1,4,4,2,3,2,2,4,3,4,4,3,1,3,1,6,3,2,3,2,6,1,3,1,2,1,2,2,2,2,2,3,6,2,2,4,3,2,3,3,3,4,2,2,3,4,4,2,3,2,4,5,4,1,0,0,1,0,0,1,2,7,2
1938,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,4,2,1,4,4,3,4,2,4,4,2,1,4,4,3,1,2,6,3,1,1,1,6,1,2,1,4,2,3,2,4,6,2,3,5,2,4,4,4,4,4,4,4,4,2,2,3,6,2,4,4,4,4,2,3,2,1,0,0,0,0,1,2,7,2
897,2,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,2,1,1,1,1,1,1,1,3,3,3,3,1,1,4,1,1,1,3,1,3,1,6,3,2,1,2,1,1,1,1,1,1,3,2,1,1,4,2,2,3,1,3,2,1,1,1,1,1,4,4,2,1,2,5,3,1,0,0,0,0,1,1,8,2
