CaseID,q1,q4r1,q4r2,q4r3,q4r4,q4r5,q4r6,q4r7,q4r8,q4r9,q4r10,q4r11,q56,q57,TechAttitudeMean,TechUseSocialMean,ShoppingAttitudeMean,SocialWebMean,RadioWebMean,VideoWebMean,LeaderMean,Clusters
2079,4,1,0,1,1,1,1,1,1,1,0,0,7,2,3.2,2.5,3.9,3.5,3.25,4,2.333333333,7
1809,10,1,0,0,0,1,1,1,1,0,0,0,10,1,2.8,4,3.5,3.25,4,2.75,2.833333333,3
949,3,1,0,0,1,1,1,1,1,0,0,0,13,1,1.4,1.25,2.5,1.75,1.75,2,1.166666667,7
562,3,1,0,0,0,0,0,0,0,0,0,0,8,1,4,2.75,2.7,2.5,2.75,1.75,2.666666667,5
1835,6,1,0,0,0,1,1,1,1,0,0,0,10,1,2.2,2,2.4,3.25,2.5,3.25,1.666666667,3
1477,4,1,0,0,0,1,1,0,1,0,0,0,9,2,3.2,2.25,4.4,2,3.5,3,2.333333333,3
1518,3,1,1,1,1,1,1,0,1,0,0,0,7,2,3.2,2.25,2.3,2.25,3.25,2.25,2.166666667,4
814,2,1,0,0,0,1,1,1,1,0,0,0,5,2,2.8,2.5,2.3,2.25,3,2.75,2.083333333,3
757,5,0,0,1,0,1,1,1,0,1,0,0,7,2,3.8,3.75,4.1,3.25,3.75,3.5,3.083333333,5
2056,7,1,0,1,0,1,0,0,1,0,0,0,14,1,2.2,3.5,3.4,4,4,3.5,2.916666667,1
1658,2,1,0,1,0,1,1,1,1,0,0,0,9,2,2.8,2.25,2,2.75,3,2,2,7
1953,2,1,0,1,0,1,1,0,0,0,0,0,1,2,2.6,3.5,5,3.25,3,3,2.75,2
1884,8,1,0,0,0,1,0,1,0,0,1,0,12,2,2.8,3,3.8,3.75,3.75,2.75,3,6
1296,6,1,0,1,0,1,1,0,0,0,0,0,8,2,2.6,1.5,3.1,2.5,3,2.5,1.666666667,2
684,3,0,0,0,0,1,1,0,1,1,0,0,1,1,3.4,3.25,3.2,2.25,2.25,2,2.5,2
593,10,0,0,0,1,0,1,0,1,0,1,0,13,2,2,2,3,1.75,1.75,2.5,1.666666667,6
1498,5,1,0,0,0,0,1,0,0,0,1,0,14,2,2.6,2.5,3.4,3.25,2.5,3.5,2.5,6
1439,4,1,0,0,0,1,1,1,1,0,0,0,8,2,3.4,2,3.8,2,2.75,2,2.25,3
87,6,1,0,0,0,0,0,0,1,0,0,0,11,1,2.8,2.75,3.1,3.5,3.5,2,2.75,1
2335,4,1,1,1,1,1,1,1,0,1,1,0,14,1,1.8,1.75,1.1,1.75,1.5,1.5,1.416666667,6
2364,2,1,0,0,1,1,1,1,1,0,0,0,5,2,3.8,2.75,3.8,2.5,2.5,2.5,2.833333333,3
1140,2,0,0,0,0,1,1,0,0,0,0,0,5,2,4,3,3.7,3.25,3.75,3.75,2.833333333,5
388,2,1,0,0,0,1,1,1,0,0,0,0,10,2,2.6,3.5,2.4,3,3.25,2,2.833333333,3
1918,7,1,0,0,0,1,1,0,0,0,1,0,5,2,3.6,3.5,4,3.25,2.75,3.25,3,6
377,2,1,0,0,0,1,1,0,0,0,0,0,8,1,2,2.75,3.5,2.5,3.5,2,2,3
463,3,1,0,1,1,1,1,0,0,0,0,0,6,2,2.6,2.5,3.1,2.5,2.25,2.5,2,7
1431,6,1,0,0,0,0,1,1,0,0,1,0,13,2,3.6,3.25,3.7,2.25,3.5,2.5,2.75,6
1826,6,1,0,0,0,1,1,1,1,1,0,0,14,1,1.8,2.25,2.2,1.5,3.5,2.25,1.666666667,3
933,3,0,0,0,1,1,1,1,0,0,0,0,8,2,3.6,2.75,3.2,3,4,3,2.5,2
549,4,1,0,1,1,1,1,1,1,0,0,0,8,2,2.4,1.5,1.6,1.25,1.75,2.25,1.5,7
1436,8,1,0,0,0,1,1,1,0,0,0,0,12,2,3.2,2.5,4.2,3.5,3.5,2.5,2.333333333,3
1417,7,1,0,1,1,1,1,0,1,0,0,0,14,1,2.4,3,3.7,2.75,3.25,2,2,7
907,2,1,1,0,0,1,1,1,0,0,0,0,6,1,1.6,1.75,3.5,2.75,3.25,3.5,1.416666667,3
1917,4,1,0,0,0,0,1,1,1,0,0,0,14,2,2.8,2.5,5,2.5,4,3.25,2.083333333,1
672,2,0,1,0,0,1,1,1,0,0,0,0,8,2,2,1.25,1.9,1.25,3.5,1.75,1.5,4
1063,2,0,0,0,0,1,1,1,0,0,0,0,3,1,3.8,2.75,4.1,3.25,3.75,3.5,2.666666667,5
913,7,0,0,1,1,1,0,1,1,1,0,0,7,2,2.2,2.5,2.2,3.5,3.75,3.25,1.916666667,7
1633,9,1,0,0,0,0,1,0,0,0,0,0,9,2,2.8,2.5,2.7,3,4,3.75,2.25,1
1507,3,1,0,0,0,0,1,1,1,1,1,0,1,1,2.6,2,3.4,3.25,4,2.75,2,6
921,2,1,0,1,1,1,1,0,0,0,0,0,11,2,2.6,2.25,3.4,3.25,3.25,2,2.25,7
1784,7,1,0,0,0,0,1,0,0,0,1,0,14,2,3.4,3.75,3.2,2.5,3.5,3.25,3.083333333,6
707,3,1,0,1,0,1,1,0,0,0,0,0,8,2,2.2,2.5,4,3,3,2.25,2.25,2
1504,9,1,0,1,1,1,1,1,1,0,0,0,14,1,1.8,2.75,2.8,3.5,3.75,3.5,1.833333333,7
1801,5,1,0,0,0,0,1,0,0,1,1,0,7,2,2.2,2,2.7,3.25,3,2.75,1.833333333,6
1985,3,1,0,1,0,0,1,0,0,0,0,0,6,2,2.6,2.25,3.8,2.5,3.25,3.25,2,1
2000,5,1,0,0,0,1,1,0,0,0,1,0,5,2,3.8,2,2.9,2,3,2.25,2.5,6
478,8,1,0,0,0,1,1,1,1,0,0,0,11,1,2.6,1.75,2.7,2.5,2.5,2.25,1.833333333,3
1636,6,1,0,0,0,0,1,1,0,0,0,0,13,2,3.2,2.5,4.1,2.5,4,2.75,2.25,1
2392,2,1,1,1,0,1,1,1,1,0,0,0,1,1,1.2,3,1.8,2.75,3,2.5,1.916666667,4
1221,2,0,0,0,0,1,1,0,0,0,0,0,7,2,3.2,3.25,3.7,2.75,3.5,3.25,2.833333333,5
750,11,1,0,0,0,1,1,1,0,0,0,0,8,2,2.8,2.5,3.2,2.25,3.25,3.25,2.416666667,3
1411,8,1,0,1,0,0,1,1,1,1,0,0,14,2,3.2,2.25,3.3,2.5,2.75,2.75,2.25,6
1606,6,1,1,1,0,1,1,1,1,0,0,0,12,2,4,4.25,4.6,2.75,4,2.75,3.166666667,4
1399,10,1,0,0,1,1,1,0,1,1,0,0,13,2,2.6,2.75,3.5,2.5,3.5,1.75,2,7
903,4,1,0,0,0,1,1,1,1,0,0,0,4,1,2.4,2.5,3.2,2.75,3,2.5,1.916666667,3
1015,4,1,1,0,0,1,1,0,0,0,0,0,7,2,2.8,2.5,5.2,3.25,3.25,2.25,2.583333333,4
1562,7,1,0,1,0,1,1,1,0,0,0,0,9,2,3.4,2,4.4,2.75,3,2,2.083333333,3
2389,4,1,0,0,0,1,1,0,0,0,0,0,3,1,3,4,2.8,3.25,3.25,3.5,2.833333333,5
1240,8,0,0,0,0,0,1,1,0,0,0,0,10,1,4.4,5.25,3.8,3.25,4,3.5,3.333333333,1
425,7,1,0,1,0,1,1,1,1,1,0,0,6,1,2,3.5,3.4,2.75,2,2.75,2.416666667,7
302,2,0,0,0,0,1,0,0,0,0,0,0,9,1,3,4,3.1,3.25,3.25,3.25,2.5,5
2084,8,1,0,1,0,1,1,0,0,0,0,0,12,2,4,4,3.1,3,3.5,3,3.333333333,1
773,10,0,0,0,0,0,1,0,0,0,0,0,9,1,3,4.5,5.3,3.25,4,3.75,3.166666667,1
1756,2,1,0,0,0,1,1,0,0,0,0,0,6,2,2.4,2.25,3.6,3.25,3.75,2.5,1.916666667,3
525,3,1,1,1,1,1,1,1,1,1,0,0,4,1,1,1,2.1,2,2,2,0.833333333,4
1441,4,1,0,1,0,0,1,0,0,0,0,0,4,2,1.4,1.5,2.9,2.5,3.5,3.5,1.333333333,1
1306,4,1,0,0,0,0,1,1,0,1,0,0,14,1,2.4,1.75,2.8,2,3.25,2.5,1.833333333,3
2354,1,1,0,1,1,1,1,1,1,0,0,0,6,2,3,4,2.8,3,3.75,2.75,2.666666667,7
2150,2,1,0,1,0,1,1,1,1,0,0,0,6,2,2.6,2.75,2.8,1.75,2.75,1.5,2.166666667,7
330,2,1,0,1,1,1,1,1,0,0,0,0,7,2,1,1,2,1.25,2,1.75,0.833333333,7
834,11,0,0,0,0,0,0,0,0,0,0,1,7,1,4,3.25,4.2,3.25,4,3.5,3.166666667,8
1908,3,1,0,1,0,1,1,1,1,0,0,0,6,2,2,3,3.6,2,3.5,2,2.083333333,7
427,3,1,1,1,0,1,1,0,0,0,0,0,7,2,2.8,3.25,2.9,1.75,3,2,2.583333333,4
1542,5,1,0,1,0,1,1,1,1,1,0,0,10,1,2.6,3.5,3.5,2.25,3,2.5,2.416666667,7
1200,7,0,0,0,0,1,1,1,0,0,0,0,9,2,3,2.25,3.2,3,4,3.5,2.083333333,2
979,3,1,1,1,1,1,1,1,1,1,0,0,11,1,1,1,1,1,1,1,0.833333333,4
416,3,0,0,1,0,1,1,0,1,0,0,0,4,2,2,2.25,2.5,2.75,3.75,3,1.75,2
935,5,0,0,0,0,1,1,1,1,0,0,0,2,1,2.2,2.5,3,3,3.5,3.75,2.25,2
1513,4,1,0,1,0,1,1,1,1,1,0,0,10,2,2.6,3,2.8,2,3,2,2.416666667,7
2196,5,1,1,1,1,1,1,1,1,1,0,0,12,2,1,1.5,2.3,1,1.25,1.5,1,4
1242,2,1,0,0,0,1,0,0,0,0,0,0,1,2,1.4,3.25,3.5,3,3.25,2.75,2.083333333,5
1598,7,1,0,0,0,1,1,0,0,0,0,0,14,2,3,2.25,4.2,2.75,3.25,2.5,2.416666667,3
272,2,1,0,0,0,1,1,0,0,0,0,0,9,2,2,2.5,4.4,3.5,2.5,3.25,2.083333333,3
1783,9,1,0,1,0,1,0,0,1,0,0,0,11,2,2.4,1.25,4.6,4,3.5,3.5,2.166666667,5
1253,8,1,0,0,0,0,1,1,0,1,0,0,7,2,3,2.5,3.7,3.25,2.5,3,2.416666667,1
746,3,0,0,0,0,0,0,0,0,1,0,0,10,2,1,1,2.8,1,1,1,0.833333333,2
258,3,0,0,0,0,0,1,0,0,0,0,0,2,2,3,3.25,3.9,1.75,1,1.25,2.416666667,5
378,5,0,0,0,0,1,1,1,1,0,0,0,10,2,3,2.25,4.4,3.25,3.5,3.25,1.75,2
851,3,1,1,1,1,1,1,1,1,1,0,0,3,1,2,2,2,1.25,1.5,1.25,1.666666667,4
111,2,1,0,1,0,1,0,0,0,0,0,0,9,2,3.2,3.5,3.6,3.5,2.5,3.25,2.333333333,5
1188,2,0,0,1,0,1,1,0,0,0,0,0,9,1,2.4,3,2.6,2.75,2,3,2.416666667,5
554,2,0,1,1,1,1,1,1,1,1,0,0,9,1,2.2,3.25,3.3,1,1,1,2,4
532,6,1,0,0,0,1,1,0,0,0,0,0,8,1,2.4,3.5,3.3,3.25,2.75,3.5,2.666666667,3
784,4,0,0,1,0,1,0,0,0,0,0,0,6,1,1,1,2.6,2.75,3.5,3.25,0.833333333,2
791,4,1,0,1,0,0,0,1,1,0,0,0,3,1,2.4,3,2.5,2,2.75,2.5,1.75,5
1123,4,0,0,0,0,1,0,0,0,0,0,0,1,2,3.8,4.5,5.1,3,3.75,3,2.916666667,5
305,5,1,0,1,1,1,1,1,1,1,0,0,12,2,1,2.25,2.2,3.25,3.25,1.75,1.25,7
1897,5,1,0,0,0,0,1,0,0,0,0,0,14,1,2.6,3.5,2.7,2.75,3.5,2.5,2.416666667,1
1145,4,1,0,1,0,1,1,1,1,1,0,0,11,2,2.6,2.5,2.5,1.75,2,3.25,2.166666667,7
828,8,0,0,0,0,1,1,0,0,0,0,0,5,2,3,2.5,3.6,3,4,3,2,5
167,7,0,0,0,0,1,1,1,1,0,0,0,2,1,1.8,2.25,2.7,1.75,2.5,3.25,1.583333333,2
844,7,1,0,0,0,1,1,1,0,0,0,0,5,1,2.2,2.25,3.8,3.25,3.25,3.5,1.75,3
556,8,1,0,1,0,1,1,1,0,0,0,0,8,1,1.4,2.5,2.8,1.75,2,2.25,1.5,2
1668,4,1,0,0,0,1,1,1,1,1,0,0,10,2,4,2.75,2.9,2.5,3.25,1,2.75,3
247,2,1,0,0,0,1,1,1,0,0,0,0,4,2,2,2.75,3.4,3.25,3.25,3.5,2.166666667,3
1414,10,1,0,0,0,0,0,1,1,1,1,0,14,2,2.6,2.5,3.1,3.5,2.75,2.5,2.583333333,6
963,3,1,1,1,1,1,1,0,1,1,0,0,6,2,1,1,1.7,3,3,3.25,0.833333333,4
1976,3,1,0,1,0,1,1,0,1,0,0,0,7,1,2,3.25,3.2,3.25,3.5,2.5,2.25,3
2267,3,1,1,1,1,0,1,0,0,0,0,0,4,1,2.4,2.5,2.8,2.75,2,2.25,2,4
1792,3,1,0,0,0,1,1,0,1,0,0,0,9,2,1.6,1.75,1.5,3,1.75,2,1.333333333,2
347,8,1,0,0,0,1,0,1,0,1,0,0,4,1,3,3,2.2,3.5,4,3.25,2.833333333,1
2275,5,1,1,1,1,1,1,1,1,0,0,0,12,1,1.6,2.75,1.6,1.25,1.25,1.25,1.583333333,4
1120,4,1,0,0,0,1,0,0,0,0,0,0,4,2,1,1,1.5,3.25,4,4,0.833333333,2
326,3,1,0,1,0,1,1,1,1,0,0,0,8,2,3,3,3.4,2.5,2.5,2.5,2.75,7
1685,2,1,0,0,0,1,1,0,0,0,0,0,12,1,3.6,3.25,3.6,2,3.75,2.75,2.333333333,3
1827,5,1,0,1,0,1,1,0,0,0,0,0,9,2,1.4,3.25,4.3,2.25,4,2.75,2.083333333,3
919,4,0,0,1,0,0,0,0,1,0,0,0,4,2,1,1,2.4,1,1,1,0.833333333,2
275,7,0,0,0,0,0,1,1,0,0,0,0,6,2,3.4,3.25,3.5,3,3.5,3.25,2.833333333,1
1034,5,0,0,1,0,0,1,1,0,0,0,0,10,1,3,3.5,2.6,2.75,3.75,3.5,2.5,1
940,9,1,0,0,0,1,1,1,1,1,0,0,14,1,4,3.75,3.9,3.25,4,3,3.166666667,3
512,2,1,0,1,0,1,1,1,0,1,0,0,6,1,2.2,2.75,2.5,1,2.25,1.25,1.916666667,7
249,6,0,1,0,1,1,1,1,0,0,0,0,6,2,3,3.75,3.5,2.25,2.75,2.5,2.25,2
545,2,0,0,0,0,0,0,0,0,0,0,1,4,1,1.2,3.25,4,3.25,3.75,3.25,2.083333333,8
698,3,1,0,0,0,0,1,1,0,0,1,0,3,1,2.4,4,4,3.25,2.5,3.25,2.583333333,6
141,3,0,0,0,0,1,1,0,0,0,0,0,5,1,3.4,3.25,4.6,3,3.75,3.25,2.833333333,5
2080,7,1,0,0,0,1,1,1,0,1,0,0,14,1,2.2,2,2.7,2.5,2.75,3.25,1.666666667,3
294,5,0,0,0,1,1,1,1,1,1,0,0,6,1,2.4,3,2.2,3.25,3.75,3.25,1.75,7
439,3,0,0,0,0,0,1,0,0,0,0,0,3,1,3.2,4,2.5,1.5,1.75,1.75,2.666666667,5
390,8,1,0,0,1,1,1,1,1,0,0,0,8,1,2,2,1.8,1.75,1.75,2.5,1.583333333,7
332,8,0,0,0,1,0,0,0,1,0,0,0,12,1,3.2,2,1.7,3.25,3.25,3.5,2.333333333,1
1260,3,1,0,0,0,0,1,0,1,0,0,0,2,1,1.8,2.75,3.1,3,3,3.25,2,1
1510,8,1,0,1,1,0,1,1,1,1,0,0,8,2,2.6,2.25,3.5,3.5,3.5,3,2.25,6
960,7,0,0,0,0,0,1,0,0,0,0,0,11,1,2.6,2.75,3.5,3,3.75,3.25,2.5,1
1394,3,1,1,1,1,1,1,0,1,0,0,0,6,1,2.2,2.75,2.5,3,3.5,2.75,1.666666667,4
1336,9,1,0,0,0,1,1,0,0,0,0,0,11,1,2.6,4,4,3.25,3.75,3.75,3.083333333,5
1901,6,1,0,0,0,1,1,1,0,0,0,0,14,2,2.4,3,4.4,2,4,2.75,2.25,3
741,4,1,1,1,1,1,1,1,1,1,0,0,6,1,1.6,1.5,1.8,1.25,2,1.5,1.166666667,4
370,2,1,1,1,1,1,1,1,1,1,0,0,11,2,1.8,1.5,1.5,1.25,1.75,1.25,1.166666667,4
2014,3,1,0,0,0,0,1,0,0,0,0,0,1,2,4.2,5,5,3.25,4,3.25,3.833333333,1
1931,2,1,1,1,0,1,1,1,1,0,0,0,10,2,1.4,1,1.3,2.75,3.25,2,0.833333333,4
2368,2,1,0,1,0,1,1,0,1,0,1,0,14,2,2.2,4,2.9,1.75,2.25,2.5,2.75,6
1288,3,1,0,1,0,1,1,1,1,1,0,0,5,2,1.8,2,1.8,2.5,3.25,2.25,1.5,7
1750,5,1,0,0,0,1,1,1,0,1,0,0,9,2,3.6,2.25,3.7,2.75,3,2.75,2.333333333,3
1732,4,1,0,1,0,1,1,1,0,1,0,0,9,1,2,1.25,3.1,3,3.5,3,1.166666667,7
2296,4,1,1,1,1,1,1,1,1,1,0,0,12,1,2.4,2.75,1.9,2.5,3.25,2.75,1.833333333,4
6,2,1,0,0,0,0,0,0,0,0,0,0,4,2,2.6,2.5,2.6,2,2.75,2,2.083333333,5
2237,5,1,0,0,0,1,1,0,0,0,1,0,14,2,2.4,2,3,2.75,2.75,2.75,1.833333333,6
640,1,1,1,0,0,0,0,0,0,0,0,0,14,1,4,3.5,2.6,3.25,1.75,2.5,3.25,5
1323,3,1,0,0,0,1,1,0,0,0,0,0,11,2,2.8,2.25,3.4,3.25,3.25,2.5,2.166666667,3
508,9,0,0,0,0,1,1,1,0,1,1,0,2,1,1.8,3,1.9,2.5,2.75,2.25,2.083333333,6
106,3,1,0,0,0,1,0,0,0,0,0,0,1,2,2.6,2.5,3.1,3.25,4,3.5,2.083333333,5
502,7,0,0,0,1,1,1,0,0,0,0,0,12,2,3,5,3.8,3.25,3.5,4,3.083333333,5
2041,5,1,0,1,0,1,1,0,1,0,0,0,1,2,2.6,3.25,3.6,2.75,2.5,2.25,2.666666667,3
1176,6,0,0,0,0,0,1,1,1,0,0,0,1,2,3.6,3,3.3,2.25,3.25,3.25,2.166666667,1
1736,6,1,0,0,0,1,0,0,0,0,0,0,1,2,3.6,2.75,3.8,3.5,3.5,2.5,3.25,5
1307,3,1,1,1,1,1,1,1,1,1,1,0,9,1,1,1,1,2.75,3.75,2.75,0.833333333,6
1158,3,0,0,1,0,1,1,1,0,1,0,0,7,2,2.6,4.25,3.1,2,3.75,3,2.75,5
1722,3,1,0,0,0,1,0,1,0,0,1,0,5,2,2.2,2.5,3.2,2.75,2.75,3.25,2,6
950,9,0,0,0,0,1,1,0,0,0,1,0,8,1,3.2,3,4.3,3.25,4,3.5,2.5,6
244,2,0,0,0,0,1,1,1,0,0,0,0,10,2,1.8,1.5,3.3,1.5,2,3,1.583333333,2
670,4,0,0,0,0,1,1,0,0,0,0,0,6,2,2,3,2.9,1.75,3.25,3.25,1.916666667,5
2243,5,1,1,1,0,1,1,1,1,0,0,0,7,1,2.2,2.5,1.6,2,2.25,2.25,2.333333333,4
1241,3,0,0,0,1,1,1,1,0,0,0,0,9,2,2.2,2.25,3.2,2.75,2.75,2.75,1.833333333,2
418,4,1,1,1,1,1,0,0,0,1,1,0,10,1,2.8,2.75,3,2.25,1.75,2,2.416666667,6
1080,4,1,0,0,0,1,1,1,1,1,0,0,14,2,3.6,2.5,3.6,2.25,3.5,2.25,2.666666667,3
1488,4,1,0,1,0,1,1,1,1,1,0,0,10,1,3,2.75,2.3,3,3.25,3,2.583333333,7
976,6,0,0,0,0,0,1,0,0,0,0,0,4,1,2.8,3.5,4,1.5,3.5,3,2.416666667,1
1660,2,1,0,0,0,1,1,0,1,0,0,0,14,1,3,2.5,2.5,2.25,3.25,2.75,2.5,3
1040,3,0,0,1,0,1,1,1,0,0,0,0,2,1,2.4,2,3.5,2.25,2.25,2.25,1.75,2
2152,2,1,0,1,0,1,1,1,1,0,0,0,7,2,3,2.25,1.5,2,1.5,1.5,2.083333333,7
2018,9,1,0,0,0,1,1,1,1,0,0,0,12,1,2,2.75,2.9,3.25,3.5,2.75,2.083333333,3
2063,6,1,1,1,0,1,1,1,1,0,0,0,12,2,2.6,2.25,3.4,3.25,3,3.5,1.75,4
1300,4,1,0,0,0,1,1,1,1,0,0,0,6,1,2.8,3,3.9,3.25,2.5,3,2.416666667,3
1764,4,1,0,0,0,0,1,0,1,0,1,0,5,2,2.4,2.75,4.1,3.25,3.5,3,2.25,6
1410,6,1,0,1,1,0,1,1,1,1,0,0,13,2,2.8,2,3.4,2,2.75,2,2.166666667,6
25,10,0,0,0,0,0,0,1,0,1,0,0,12,2,2.8,2,4,3.5,4,4,2,1
1463,3,1,0,0,0,0,1,0,1,1,0,0,6,2,3.8,2.5,4.3,2.75,3.5,2.25,2.75,3
2223,5,1,1,1,1,1,1,1,1,1,1,0,5,1,1,1,1,1,1,1,0.833333333,6
1213,10,0,0,0,1,1,0,0,1,0,0,0,13,1,3.2,2.75,2.8,4,3.25,3.75,2.75,1
1020,5,0,0,0,0,1,0,0,0,0,0,0,5,1,2.4,2.75,2.2,3.25,3,3,2.083333333,5
1627,4,1,0,1,1,1,1,1,1,0,0,0,5,1,2,3.5,3,3.25,3.5,3.75,2,7
1563,3,1,1,1,0,1,1,1,1,1,0,0,5,2,3,2.25,2.2,2.75,3.5,2.25,2.25,4
1769,6,1,0,0,1,0,1,1,0,0,0,0,9,1,2.2,3.75,2.5,3.25,2.75,3.75,2.416666667,1
1969,6,1,0,1,0,1,1,1,1,1,0,0,14,1,2.2,2.25,3.2,2.5,3.25,3.25,1.666666667,7
581,2,1,0,1,0,1,1,1,1,0,0,0,7,2,1.8,1.75,2.5,1.75,1.75,1.75,1.416666667,7
1799,7,1,0,0,0,0,1,0,1,0,0,0,8,2,3.2,3,3.2,1.75,3.25,2.5,2.416666667,1
1346,6,1,0,1,0,0,1,0,0,1,0,0,11,2,2.8,3,3.1,2.5,2.75,2.25,2.416666667,1
1569,1,1,0,1,0,1,1,0,1,1,0,0,6,2,2.8,2.5,3.9,3.75,3,2.75,2.083333333,3
1159,2,0,0,0,0,0,1,0,0,0,0,0,2,1,2.4,2.75,3.3,2.5,3.25,2.25,2.333333333,1
231,3,1,1,1,1,1,1,1,1,1,0,0,11,2,1.4,1.5,1.5,1.75,2,1,1.083333333,4
713,2,1,0,1,0,1,1,0,0,0,0,0,1,2,2.4,3.5,1,2.75,2.5,2.75,2.416666667,2
869,3,0,1,1,1,1,1,1,1,0,0,0,4,2,2.4,2.25,1.8,2.5,2.25,2.5,1.833333333,4
2044,7,1,0,0,1,0,1,0,1,0,1,0,13,2,2.4,2.75,2.1,2.75,3.5,2.25,2.5,6
1726,2,1,0,0,0,1,1,0,0,0,0,0,2,1,2.6,3,3.6,3.25,4,3.5,2.416666667,3
973,3,1,0,1,0,1,1,1,1,1,0,0,5,1,1.6,2.5,2.9,2.75,2,2.25,1.916666667,7
1850,6,1,0,1,0,0,1,1,1,1,0,0,9,1,2.6,3,3.2,2.5,2.5,2,2.25,3
922,9,0,0,1,0,1,1,0,0,1,0,0,6,1,1.8,2.25,2.6,2,3.5,3,1.666666667,2
2092,10,1,0,1,0,1,1,1,0,0,0,0,12,1,2.4,2.5,4,3.25,3.25,3.5,2.333333333,7
1871,6,1,0,0,0,1,1,0,0,0,1,0,9,2,2.6,2.75,3.7,3.5,4,3.5,2.5,6
1059,5,1,0,1,0,1,1,0,1,1,0,0,12,1,2.4,2.25,3,3,3,3.25,1.75,7
1609,1,1,0,0,1,1,1,0,0,0,0,0,1,2,2,2.75,3.7,2.5,3.25,2.5,1.833333333,3
2239,6,1,0,1,0,1,1,0,1,0,0,0,11,1,2,2.5,2.4,2.75,2.75,2.75,2,3
761,4,0,0,0,0,1,1,1,1,1,0,0,6,1,2.8,3,3.2,2.5,3.5,2.25,2.25,2
432,5,1,0,0,0,0,1,0,0,1,0,0,13,2,2,2.5,2.4,3,3.25,3.5,1.916666667,1
2277,3,1,1,1,1,0,0,1,1,0,1,0,10,2,3.4,3,3,1,2,1.5,2.583333333,6
1274,3,1,0,1,0,1,1,0,1,0,0,0,14,1,3,3.75,3.6,3,3.5,2.75,3.083333333,3
108,7,1,0,0,0,1,0,1,0,0,0,0,6,1,3,3.25,3.8,3.75,3.25,3.25,3.083333333,1
1757,11,1,1,1,1,0,1,1,1,1,0,0,8,1,3.4,2.25,3.3,3,3.25,3.5,2.25,4
1915,6,1,1,1,1,0,1,1,1,1,1,0,7,2,1.8,2.25,1.9,3.5,2.75,3.5,1.75,6
864,2,1,0,0,0,1,1,0,0,0,0,0,3,1,3.4,3.5,3,3,2.75,3.25,2.666666667,5
2395,2,1,0,1,0,1,1,1,1,1,0,0,7,1,2.6,2.75,2.6,3.25,3,2.25,2.25,7
2034,10,1,0,1,0,1,1,0,1,1,0,0,12,2,2.4,2,3,2.25,2.5,2.5,2,7
1415,2,1,0,0,0,0,1,0,0,1,0,0,5,1,3,2.75,2.3,2,3.5,2.5,2.333333333,1
117,2,0,1,0,1,1,0,0,0,0,0,0,8,2,3,1.25,1,1,1,1.25,2,7
2257,7,1,1,1,1,1,1,1,1,1,0,0,6,1,2.2,2.5,2.3,1.75,1.25,1.5,2,4
2185,2,1,0,1,0,1,1,0,0,0,0,0,10,2,3.2,3.75,3.3,3,2.75,2.5,2.75,2
1927,5,1,0,0,0,1,1,1,1,0,0,0,8,1,2.8,2.5,4.9,2.75,3.5,2.75,1.916666667,3
1301,3,1,1,0,0,0,1,1,1,1,0,0,14,1,3.6,2,2.1,2,3.5,2.5,2.5,4
1224,6,1,0,1,0,1,1,1,1,1,0,0,12,1,2.8,3,3.4,3.25,3.25,3,1.916666667,7
2352,2,1,0,0,0,1,0,0,0,0,0,0,1,1,2.2,3.5,2.9,3.25,3,3.25,2.583333333,5
170,4,1,1,1,1,1,1,1,1,1,0,0,7,2,1.8,2,2.4,2.75,2,2.25,1.916666667,4
2212,3,1,1,1,1,1,1,1,1,1,0,0,10,2,2.4,2.75,2.5,1.5,1.75,1.75,2.083333333,4
860,2,1,0,1,1,1,1,0,0,0,0,0,2,2,2.6,3.25,3.8,3,3.75,2.5,2.666666667,2
1923,2,1,0,1,0,1,1,0,0,0,0,0,10,2,3.2,2.75,4.5,2.5,3.25,2.75,2.583333333,2
351,10,1,0,1,0,1,1,1,1,0,0,0,13,1,2.2,1,1.8,2.75,2.75,3.25,1.333333333,3
1626,7,1,0,0,0,1,1,1,0,1,0,0,6,1,1.6,3,3.2,2.5,3.75,2.75,1.916666667,3
1173,2,0,0,0,0,0,0,1,0,0,0,0,14,2,2,2,2,2,2.75,2,1.666666667,2
494,2,1,0,0,0,1,1,1,0,0,0,0,3,1,3.2,3.25,3,3,2.75,3.25,2.583333333,5
1121,2,0,0,0,0,1,1,1,0,0,0,0,8,1,2.8,2.5,2.8,2.75,3,3,2.083333333,2
668,5,0,0,1,0,1,0,1,0,0,0,0,6,2,1,1,2.7,2,2,2,0.833333333,2
1749,2,1,1,1,0,1,1,0,0,1,0,0,6,1,2.4,1,3.8,3,3.25,3,1.416666667,4
890,9,0,0,0,0,0,0,0,0,0,0,1,5,1,3,3.25,2.8,3.25,4,4,2.916666667,8
529,2,1,0,0,1,1,0,0,1,1,0,0,4,2,1.6,2.75,2.2,2,1.75,1.5,1.833333333,7
329,4,0,0,1,0,1,1,1,0,1,0,0,12,2,3.6,2.25,2.2,2.5,3,2.5,2.083333333,2
1494,4,1,0,1,1,1,1,1,1,1,0,0,14,1,3,3,1.7,2.75,3.5,2.5,2.5,7
