"","TechAttitudeMean","TechUseSocialMean","ShoppingAttitudeMean","SocialWebMean","RadioWebMean","VideoWebMean","LeaderMean","Income","Clusters"
"1894",3.2,2.25,4.09090909090909,4,3,3.5,2.75,7,3
"1866",2.2,2,4.09090909090909,3.5,3.75,2.5,2.08333333333333,8,2
"276",1.8,3.5,3.36363636363636,3,4,3.25,2.08333333333333,3,1
"2129",2.4,2.75,3,3.5,3.5,3.25,2,10,2
"1997",3.2,2.25,4.45454545454545,3.25,3.25,2.75,2.25,5,3
"735",2.2,2.25,1.18181818181818,2.75,1.75,2.5,1.75,14,4
"1538",3.2,3,3.45454545454545,2.25,4,3,2.66666666666667,9,2
"51",1,1,1,2.5,3.25,3.25,0.833333333333333,14,4
"2097",3,2.25,1.90909090909091,2.5,1.75,2.25,2.08333333333333,4,4
"177",2.2,3.75,3.45454545454545,3,3.75,3.25,2.83333333333333,6,3
"739",2,3.5,3.45454545454545,3,4,3.5,2.41666666666667,1,3
"601",2.4,3.5,3.63636363636364,3.25,4,2.75,2.58333333333333,5,3
"810",2,2.5,2.45454545454545,3.25,3.5,3.5,1.83333333333333,8,1
"2064",2.4,2,2.90909090909091,2.75,3,2.75,1.83333333333333,7,1
"1942",3,3.25,3.63636363636364,2.5,3.5,2.5,2.91666666666667,7,2
"154",3.4,2.75,2.90909090909091,2.5,3.75,2,2.41666666666667,13,2
"2204",2.8,3.25,2.09090909090909,1.75,2.25,2.25,2.41666666666667,3,2
"124",3.4,3.25,2.63636363636364,2.5,2.25,2.75,2.75,1,2
"1724",2.6,2.25,4.90909090909091,3,3,2.75,1.91666666666667,10,2
"1332",2.6,3.5,2.81818181818182,3,3,2.75,2.25,4,3
"1070",1.6,1.5,2,1.25,1.25,1.5,1.25,12,4
"422",2.6,2.5,3.09090909090909,2.75,2.25,3,2,4,4
"2295",2.4,3,2.81818181818182,2,3,2.75,1.91666666666667,8,2
"1209",2,1.5,2.81818181818182,1.75,4,3.25,1.41666666666667,14,4
"1281",2.4,3,3,1.75,2.5,2,2.33333333333333,14,1
"1537",3.2,3,3.54545454545455,2.5,3.5,2.5,2.5,14,2
"1781",2.2,1.5,2,1.75,3.5,3,1.58333333333333,4,4
"1383",2.4,2.75,2.54545454545455,3,4,3.25,2.25,12,3
"2173",1.6,2,1.63636363636364,1,1.75,1.25,1.41666666666667,14,4
"60",2.4,2.75,2.63636363636364,3,1.75,2.5,2.16666666666667,7,4
"2068",2.2,2.5,3.36363636363636,2,3.75,3,1.91666666666667,8,2
"2206",2.4,2.75,4,2.25,2.75,2,2,12,2
"1285",2.8,2.25,3.09090909090909,2,3.75,1.5,2.25,14,2
"17",2.8,3.75,3.36363636363636,2.75,3.25,3.75,2.83333333333333,4,3
"1760",3,3,3.81818181818182,3.25,4,2.5,2.75,14,3
"2359",1.6,1,1.27272727272727,3.25,2.75,2,0.916666666666667,6,4
"614",3,3,3,1,1,1,2.5,14,4
"1767",3.2,3.5,3.90909090909091,3,3.75,3.25,2.66666666666667,13,3
"1913",2.8,3.25,3,2.75,3.25,2,2.58333333333333,8,2
"1637",3.8,3,3.63636363636364,3.25,3.5,3.5,3,7,3
"337",2.4,2,2.09090909090909,2,2.25,2,1.58333333333333,5,4
"648",2.4,3,3,2.5,3,3,2.25,4,1
"1454",3.2,2.5,1.72727272727273,2.25,3.25,2,2.41666666666667,8,2
"116",2.2,2.25,3.36363636363636,2.5,3.5,2.25,1.66666666666667,13,4
"1137",4,2.5,2.36363636363636,1.5,2.25,2.25,2.58333333333333,3,2
"1469",1.6,1.5,2.72727272727273,3,2.5,3,1.41666666666667,4,1
"606",2.6,4,3.90909090909091,2.5,3.75,2.75,3.25,5,3
"1339",3.8,2.25,3.72727272727273,3.25,3.75,2.75,2.41666666666667,10,2
"553",2.8,2.5,4.09090909090909,3.25,4,3.5,2,5,1
"1920",2.6,4,4,3.25,4,3.5,2.91666666666667,5,3
"956",1.4,1.25,1.45454545454545,1.75,1.75,1.5,1.25,12,4
"1037",2,2,2.36363636363636,2,2,2,1.66666666666667,1,4
"211",2.6,3,3.72727272727273,4,3.25,2.5,2.25,5,1
"1944",2.6,2.5,3.45454545454545,3,2.75,1.75,1.83333333333333,9,2
"541",3,2,3.27272727272727,2.75,3,3.5,2,8,3
"1151",3.2,2.25,2.81818181818182,2.5,3.75,3,2.16666666666667,14,2
"769",1.6,3,2.09090909090909,2.5,3.5,3.5,1.75,7,1
"474",2.8,3.5,3.18181818181818,3.5,2.75,3.25,2.75,7,3
"2199",2,2.25,1.72727272727273,1.5,2.5,2.25,1.83333333333333,3,4
"234",2.6,2.25,2.63636363636364,3.25,3.25,2.75,1.83333333333333,5,1
"224",1.4,2.75,4.09090909090909,4,3,3,2.41666666666667,2,1
"801",1,1,1.36363636363636,1,1,1,0.833333333333333,1,4
"2124",2.2,2,2.45454545454545,1.5,1.5,1.5,1.91666666666667,8,4
"1631",2.6,4.5,4.27272727272727,4,3.25,3.75,3.5,14,3
"52",3.4,3,2.90909090909091,2.75,3.25,1.75,2.58333333333333,14,2
"400",2.6,3,2,3.25,3,3.25,2.25,8,3
"1310",2.4,2.25,1.36363636363636,3,3.25,2.5,1.83333333333333,9,1
"1717",2.6,3,3.18181818181818,4,3,2.5,3,8,3
"1056",2.8,2,1.90909090909091,3.25,3.25,2.75,1.91666666666667,14,1
"631",2.8,2.75,3.45454545454545,2.25,3,2.5,2.16666666666667,14,2
"2380",1.6,1.25,1.90909090909091,2.25,3.25,2.5,1.08333333333333,12,4
"1752",2.2,3,4.09090909090909,2.75,3.5,3,2,5,1
"1453",2.2,2.75,3.27272727272727,2.75,3,3,2.16666666666667,4,1
"140",2.2,2.25,3.72727272727273,3.25,3,2.5,2.33333333333333,12,2
"527",2.8,2.5,2.27272727272727,2.5,3.75,2.25,2.25,6,1
"1856",2.6,3.5,3.27272727272727,3,3.75,3.25,2.75,7,3
"1250",4,3,4,4,4,4,2.91666666666667,11,3
"542",2.4,2.75,1.90909090909091,1.75,1.75,2,2.25,7,4
"350",3.2,3.5,3.72727272727273,4,4,4,2.91666666666667,10,3
"89",2.4,1.25,3.18181818181818,3.25,3,3.25,1.75,13,2
"2391",5,5,5,4,4,4,4.16666666666667,7,3
"1079",3,2.25,3.72727272727273,1.75,2.5,2,2.33333333333333,5,2
"531",2.6,3,3.63636363636364,3.5,3.5,3.5,2.83333333333333,7,3
"1811",1.4,1,3.72727272727273,1.25,3.5,2.5,1.08333333333333,9,4
"1400",3.6,2.5,3.63636363636364,3.5,4,3.5,2.25,13,2
"373",1.4,3,3.72727272727273,3,3.5,3.25,2,7,1
"952",3,3,3.18181818181818,2.5,2.5,2.25,2.25,2,1
"7",2.6,3.5,3.81818181818182,4,3.5,3.75,3,8,3
"2318",2,1.75,1.90909090909091,2.75,2.25,1.75,1.58333333333333,4,4
"1497",1.8,2.5,3,3.25,2.75,3.25,1.66666666666667,4,1
"405",1.6,1.75,2,1,1,1,1.33333333333333,9,4
"889",3.4,3,4.27272727272727,3.25,3.5,3.5,2.58333333333333,9,3
"909",3.4,4.75,5.09090909090909,3.25,4,3.5,3.41666666666667,5,3
"1225",2.4,3.5,3.18181818181818,2.75,2.5,2.5,2.91666666666667,10,2
"2172",1.8,2.25,1.90909090909091,2.5,1.5,2.5,1.75,12,4
"2300",1.6,2.25,1.18181818181818,2.5,2.25,1.5,1.5,7,4
"2113",2.4,2.75,3.27272727272727,2.5,2.25,2,2.33333333333333,11,2
"1549",2.4,3.75,3.81818181818182,2.25,3.75,3.5,2.33333333333333,1,3
"498",2,3.25,3.36363636363636,2.75,2.5,2.5,2.33333333333333,1,1
"2039",2,2.75,1.63636363636364,4,4,2.75,2.66666666666667,6,2
"1197",3,2.5,3.27272727272727,3.25,3.75,3.25,2.25,8,3
"149",2.8,2.75,2,2.5,3.25,2,2.25,11,2
"2",1,1.5,1.81818181818182,1.75,1.75,2,1.08333333333333,10,4
"1690",3,2.75,2.90909090909091,3.25,3.5,3.5,2.16666666666667,1,1
"840",3,2.75,3.54545454545455,3.25,3.5,2.25,2.83333333333333,7,3
"2107",2.6,2,3.63636363636364,3.75,3.75,2.75,2.33333333333333,10,2
"2122",2.4,2.5,1.90909090909091,2.25,1.25,2.25,2.08333333333333,9,4
"126",3,2.25,1,2,2.25,2.5,2.08333333333333,8,4
"2162",2,2.25,2.81818181818182,1.75,2,1.75,1.66666666666667,12,4
"1693",2.4,2.5,4.45454545454545,3,3.75,2.5,1.91666666666667,1,1
"1313",3.4,4.25,5.63636363636364,3.5,3.25,3,3.33333333333333,14,3
"2222",2.8,3,4.45454545454545,2.75,3.75,3,2.58333333333333,9,2
"517",2.2,3,3.63636363636364,4,4,3.5,2.83333333333333,4,3
"703",3.4,4.5,3.54545454545455,1.25,2.5,1.75,2.91666666666667,2,2
"885",3.4,2.5,4,2.25,3.25,2.75,2,6,2
"1822",3,4,2.45454545454545,3.25,3.25,3.75,3.08333333333333,11,3
"22",2,2.75,2.09090909090909,2.25,2.75,2.75,1.83333333333333,6,2
"40",2.6,2.75,2.63636363636364,2.25,2.75,2.75,2.16666666666667,5,1
"1506",1.6,2.25,1.81818181818182,2.75,3.75,2.5,1.66666666666667,4,4
"1005",3.4,2.25,4,3.25,4,3.25,2,6,1
"1437",2.6,2,3.81818181818182,2.75,3.5,2.5,2.16666666666667,13,2
"2096",2.4,2.75,2.63636363636364,2.25,3,3,2.16666666666667,13,2
"1661",3.4,2.25,2.54545454545455,3.25,3.25,2,2.41666666666667,13,2
"365",1,2.25,1.09090909090909,4,3.75,3.5,1.25,2,1
"176",2.2,3.25,4.36363636363636,3.5,4,4,2.66666666666667,2,3
"2005",2.6,3.5,4,3.25,3.25,3,3.08333333333333,12,3
"367",3.4,3.25,3,2.5,3,3,2.75,6,3
"2016",3.4,3,3.54545454545455,3,3,3,2.91666666666667,1,3
"2121",1.8,2.5,1.27272727272727,1,1.25,1.25,1.66666666666667,7,4
"718",2,2.5,2.36363636363636,2.25,2.5,2,1.75,4,4
"1635",3.8,4,4.18181818181818,3.75,4,3.5,3.41666666666667,14,3
"1579",2.4,2.25,2.45454545454545,2.5,2.75,2.5,2.16666666666667,7,2
"817",3,3,2.63636363636364,2.5,3.25,3.25,2.58333333333333,4,3
"1851",2.6,3,3.45454545454545,3.25,3,2.25,2.41666666666667,11,2
"2301",2.4,2.5,3.36363636363636,3.25,3,3.5,2.16666666666667,6,1
"1168",3,4.5,3.72727272727273,3.25,4,4,2.83333333333333,6,3
"918",2.2,2.5,3.09090909090909,2.75,3.75,2.25,2,9,2
"2194",2,2.5,2.36363636363636,3.5,2.75,3.25,1.83333333333333,11,1
"1492",4,2.75,3.18181818181818,2.25,3.75,3.25,2.83333333333333,13,2
"1729",3.4,2.25,2.45454545454545,2,3.5,2.25,2.08333333333333,1,1
"1840",2.2,1.5,2.09090909090909,3,4,2.75,1.75,9,1
"1567",2,2,2.90909090909091,2.5,3.5,2.25,1.83333333333333,14,4
"783",2.8,2.25,3.27272727272727,2.25,3.25,3,2.08333333333333,12,2
"874",1,1,1.54545454545455,2.25,3,2.25,0.833333333333333,11,4
"1",4.4,3.25,3.63636363636364,3.25,4,4,3.16666666666667,5,3
"210",2.6,3.25,2.90909090909091,3.5,2.75,3.5,2.41666666666667,14,3
"319",2.2,2.75,3.45454545454545,4,3.25,2.75,2.33333333333333,5,1
"730",1.8,2.5,2.54545454545455,2.75,2.5,2.75,1.91666666666667,8,4
"419",3.6,4.25,4.72727272727273,4,3.75,3.5,3.58333333333333,14,3
"2328",2,2.25,2.54545454545455,2.75,1.75,2.75,1.83333333333333,10,4
"936",2.2,2.75,3.09090909090909,3,3.5,4,2.16666666666667,4,1
"2325",2.8,3,4,3,2.75,3,2.41666666666667,9,3
"1053",1,2.25,1.45454545454545,2.5,4,4,1.25,5,1
"2118",2.6,3.75,3.18181818181818,3,3,2.5,2.75,4,3
"583",2.4,2,3,1.75,3.5,1.5,1.83333333333333,12,2
"1282",2.4,1.25,2.36363636363636,3,2.75,2.75,1.66666666666667,9,1
"1899",2.6,2.5,3.27272727272727,3.25,3.5,3,2.25,8,1
"1270",2.4,1.25,3.72727272727273,4,3.25,3.75,1.5,5,1
"934",2.6,2.5,2,2,3.25,3.25,2.41666666666667,8,1
"848",2.2,2.5,2.27272727272727,2.25,1.75,2.25,1.66666666666667,9,4
"1962",3,3.5,2.72727272727273,3.25,3.75,3.75,2.91666666666667,14,3
"876",1.6,2,2.36363636363636,2.5,3.25,2,1.66666666666667,11,4
"362",2.4,2.75,2.54545454545455,2.75,3.25,3.25,1.83333333333333,1,1
"955",2.6,2.5,3.18181818181818,3.25,3.5,3.25,2.33333333333333,8,1
"2136",1.6,2,1.90909090909091,2.75,2.5,2.5,1.5,3,4
"1335",3,2.25,2.72727272727273,3.25,3.5,3.5,2,6,3
"39",2.4,2.25,3.18181818181818,2.5,3,3.25,2,5,1
"2021",2,3,3.09090909090909,3.25,4,4,2.25,5,1
"2036",1.6,3.5,3.54545454545455,3.25,3.25,3.25,2.16666666666667,12,3
"1787",3,2.25,1,2.5,4,2.75,2.08333333333333,13,1
"78",2.8,3.5,1.18181818181818,1.75,4,3.25,2.66666666666667,8,2
"1550",3.4,4,2.18181818181818,3.25,3.25,3.25,2.83333333333333,5,3
"2213",2.6,2.25,1.81818181818182,3.25,2.75,2.5,1.91666666666667,13,1
"1765",1.4,2,3.63636363636364,4,3.75,1.75,1.75,4,2
"143",2.4,3.25,3.09090909090909,2.5,2,3,2.41666666666667,9,4
"644",3,3,3,2,2,2,2.5,1,2
"1502",2,2.5,2.18181818181818,2.5,3.25,2.5,1.75,14,1
"1619",3,2.5,3.27272727272727,2.25,3.25,2.75,2.16666666666667,8,2
"1462",2.6,2.5,3.27272727272727,2.5,3.5,2.75,2,9,2
"920",2.2,3.5,4.18181818181818,3.25,3.5,4,2.33333333333333,10,3
"1984",2.6,2.5,3.18181818181818,3.75,3.75,3.75,2.5,5,1
"1392",3.2,3.5,4.27272727272727,2.75,3.25,3.25,2.83333333333333,14,3
"1499",3.6,3.5,3.54545454545455,2.75,3.25,2.5,2.83333333333333,5,3
"1795",3.2,2.75,4.27272727272727,2.25,3.5,2.25,2.33333333333333,6,2
"443",1.6,1.5,1.72727272727273,1.25,2.75,1.75,1.41666666666667,11,4
"1457",2.4,2.25,2.09090909090909,2.25,4,2.75,1.83333333333333,9,1
"187",2.6,3.25,3.54545454545455,1.75,2.75,3.5,2.58333333333333,5,2
"344",3.2,3.5,3.54545454545455,2,3.25,2.5,2.91666666666667,6,2
"722",3.8,3.25,2,1.75,2.5,1.75,2.91666666666667,10,1
"223",2,2.25,2,2.5,2.75,3,1.66666666666667,7,4
"1010",1.6,2.25,3.09090909090909,2.5,2.75,3,1.83333333333333,6,1
"1366",2.4,2.25,3.18181818181818,3.75,4,3.25,2.25,10,2
"2100",1.8,2.5,1.90909090909091,2.5,1.5,1.75,1.83333333333333,10,4
"128",3,3.5,2.54545454545455,2.75,3,3.5,2.25,5,3
"972",3.2,3,3.36363636363636,2.5,2.5,2.75,2.83333333333333,2,2
"1326",3.2,1.25,1.45454545454545,2,3.25,2.75,1.5,14,4
"984",3.4,2.5,3.09090909090909,2.25,2.25,2.75,2.58333333333333,6,2
"1381",2.8,3,3,2.5,4,3.5,2.33333333333333,4,3
"1666",2.2,1.75,1,2.75,2.75,3,1.58333333333333,9,1
"58",1.6,3.25,2.54545454545455,2,3.75,3,2.08333333333333,5,1
"1776",3,2.75,2.72727272727273,3.25,3,2.75,2.66666666666667,1,3
"2157",1.4,1.75,2.09090909090909,1.75,1.5,1.75,1.33333333333333,12,4
"1614",2.8,3.25,4.27272727272727,4,3,3.75,2.83333333333333,13,3
"843",4,2.75,4,2.25,2.25,1.75,2.5,3,2
"1256",3,2,3.45454545454545,2.25,3.5,2,2.25,12,2
"1742",2.6,2.5,3.63636363636364,4,2.75,2.75,2.5,12,2
"879",3,2.75,2.36363636363636,2.25,3.75,3.25,2.33333333333333,4,3
"2012",3,2.75,3.45454545454545,2.25,2.75,2.25,2.5,10,2
"2171",2.8,2.75,3.72727272727273,2.75,3,2,2.58333333333333,14,2
"795",3.6,3.5,4.27272727272727,3.25,4,3.75,3,11,3
"1632",2.8,2.25,3.54545454545455,3,4,3,1.83333333333333,8,3
"985",2.8,1.25,2.63636363636364,3.25,2,2.25,1.83333333333333,9,4
"1150",3,2.75,2.36363636363636,2.25,2.75,3.25,2.58333333333333,4,3
"1460",1.8,2.5,3.09090909090909,2.5,3.5,3.25,1.83333333333333,2,1
"845",3,2.75,3.09090909090909,2,2.75,1.75,2.33333333333333,11,1
"260",1.2,2.25,3.36363636363636,2.5,4,3.25,1.5,1,2
"1587",2.8,3.25,4.63636363636364,2.5,3.5,2.5,2.83333333333333,7,2
"832",2.2,1.5,1.63636363636364,1.75,1,2.25,1.58333333333333,5,4
"882",2.2,3,1.45454545454545,2.5,2.25,2.75,2.08333333333333,4,4
"2385",3,2.25,4.09090909090909,2.5,2.5,2,2.08333333333333,7,2
"958",3,2.25,4.09090909090909,2.75,3.25,3.25,2,10,2
"213",2.4,2.5,3.36363636363636,3,3,2.5,2.66666666666667,13,2
"322",1,2.25,1.90909090909091,1.75,2.25,2,1.25,11,4
"873",3.6,3.5,4.27272727272727,3,3.5,3.5,3.08333333333333,2,3
"1198",3,3,2.54545454545455,1.25,1.25,2,2.41666666666667,1,4
"1072",3.4,3,3.18181818181818,3.25,4,3.25,3.5,5,3
"2363",3.8,3,3.27272727272727,2.25,2.5,2.25,2.91666666666667,8,3
"1277",2.4,4.5,3.18181818181818,2,4,2.25,2.33333333333333,12,1
"2210",2.8,2.25,2.90909090909091,2.5,2.5,2,2,9,4
"476",3.2,2.25,2.36363636363636,2.75,4,3.25,2.16666666666667,8,3
"137",3.6,2.5,4.45454545454545,3.25,3,2.5,2.58333333333333,11,2
"1147",2.6,2,4.09090909090909,2.75,2.5,2.5,2.33333333333333,10,2
"1578",2.4,2.25,3.54545454545455,2,3.5,2.5,1.83333333333333,13,2
"2238",2,2,2.90909090909091,2,2.25,2.25,1.66666666666667,5,4
"1391",3.2,2.75,3.45454545454545,2.25,2.25,2.25,2.41666666666667,12,1
"2266",3,2.75,3.27272727272727,2.25,2.25,2.25,2.33333333333333,8,2
"948",1.8,1.75,1.90909090909091,2.25,1.75,1.75,1.5,3,4
"2247",2.4,2.25,2.09090909090909,2,2.25,2,2.16666666666667,6,4
"1892",3,3.5,4.36363636363636,3.25,3.25,3.25,2.83333333333333,8,3
"987",1,1,1,2.25,2.5,2.75,0.833333333333333,12,4
"2017",2.4,2.25,2.45454545454545,2.5,3,2.5,2,8,2
"1505",2,1.25,1.54545454545455,2.5,2.75,2.5,1.33333333333333,5,4
"1555",2.6,2.75,3.18181818181818,3.25,3,1,2.66666666666667,14,2
"1934",3.4,2,3.72727272727273,3.25,3.5,2.75,2.33333333333333,3,3
"2228",3,3.25,1.81818181818182,3.25,2.75,3.25,2.58333333333333,2,3
"380",3,2.75,4.45454545454545,3.25,3,3.25,2.75,7,3
"1940",2.6,2.75,2.90909090909091,3,3,3.75,2.5,9,3
"1790",3,2,4.09090909090909,3,3.25,1.75,2.33333333333333,13,2
"1939",3.4,1.75,2.27272727272727,3,4,2.5,1.91666666666667,7,1
"1039",2.4,3.25,3.90909090909091,2.5,3.25,2.25,2.41666666666667,5,2
"745",2.2,4,3.45454545454545,3,2.75,2.75,2.58333333333333,6,3
"1134",2.8,3.75,3.81818181818182,3.25,4,3,2.75,7,3
"122",2.8,2.25,3.27272727272727,2.75,3,2.5,2.16666666666667,9,2
"2184",1.6,2,1.72727272727273,1,1.25,1,1.58333333333333,9,4
"1385",2.2,1.75,2.45454545454545,2.75,2.75,2.75,1.58333333333333,9,1
"1128",3.4,3,3.27272727272727,4,4,4,2.83333333333333,14,3
"1775",2.4,3,3.72727272727273,2.25,3,2,2.33333333333333,11,2
"1089",3,3.25,3.90909090909091,3,3,3.25,2.33333333333333,4,3
"194",2.6,2.25,3,2.5,3,2.5,1.66666666666667,8,2
"220",3.2,3,3.45454545454545,3.25,3.5,2.75,2.66666666666667,3,3
"1429",1.6,2,2.72727272727273,2.75,3.25,3,1.83333333333333,14,1
"1848",2.8,2,3.27272727272727,3.25,3.25,3.5,2.33333333333333,12,2
"1683",3,2.75,3.54545454545455,1.5,3,2.5,2.08333333333333,1,2
"328",2.4,3.75,2.63636363636364,3,3,3,2.5,5,3
"2292",2.2,2.75,1.90909090909091,2.25,3,1.5,2.08333333333333,6,4
"691",3,1,2,3.25,3.25,1.75,1.66666666666667,1,1
"932",3,2.25,1.72727272727273,1,3.25,1.75,2.08333333333333,13,2
"1376",3.2,2.75,2.90909090909091,3.25,2.5,3.5,2.66666666666667,10,3
"1148",3,3,3.90909090909091,2.5,4,3.25,2.5,8,2
"1451",2.8,2,3,2.25,3.5,2.5,2.16666666666667,5,2
"1181",3.8,4.25,3.27272727272727,4,4,4,3.75,13,3
"727",2,3.25,2.18181818181818,2.5,3.25,3.25,2.41666666666667,6,3
"630",2.2,2.5,2.27272727272727,2.5,2.75,3.25,1.83333333333333,12,1
"56",3.8,2.25,3.18181818181818,2,2.75,2,2.25,10,1
"1427",3.2,2.25,2.90909090909091,1.5,3,1.75,2.33333333333333,7,2
"1925",3.8,3,3.63636363636364,2.75,2.5,2.75,2.75,10,3
"507",2.2,2,2.72727272727273,2,2.5,2.25,1.66666666666667,12,4
"1484",2,2,3.27272727272727,3.25,3.5,2.75,1.75,12,1
"1535",2.2,1.5,3.18181818181818,3.25,3.25,2.75,1.16666666666667,11,1
"48",2.8,2.5,1.54545454545455,3.25,3.25,3,2,4,1
"1055",1,2,1,2.5,3,1.75,1.16666666666667,5,4
"1183",2.8,3.25,2.81818181818182,3.25,2.75,2.5,2.83333333333333,1,3
"461",1.2,2,2.09090909090909,1.25,2.75,1.5,1.58333333333333,14,4
"2168",2.2,3,1.45454545454545,1.5,1.5,1.75,2,7,4
"2274",2.6,2.75,2.81818181818182,2.5,3,3,2.16666666666667,11,2
"241",3.8,2,4.45454545454545,1.75,2.5,2,2.33333333333333,8,2
"1748",2.8,2.5,4.63636363636364,3.5,3.5,3.5,2.5,13,2
"854",1.8,2.75,3.45454545454545,2.75,3.25,3,1.83333333333333,10,1
"1667",3.4,3,3.54545454545455,2.5,3,3.25,2.5,14,3
"397",2.4,3,1.72727272727273,2.25,1.75,3,1.91666666666667,9,4
"100",3,2.75,2.72727272727273,3.25,2.75,3.25,2.33333333333333,7,3
"1938",2.8,2.5,3.81818181818182,3.25,3.25,2.75,2.16666666666667,7,1
"897",2,3,2.27272727272727,1,2.5,1.5,2.08333333333333,8,4
"990",3.6,4,3.09090909090909,3.25,3.5,3.25,3.08333333333333,3,3
"558",2.6,2.5,2.54545454545455,3.25,3,2.25,2,6,1
"92",2,2.25,1.63636363636364,4,3.25,1.75,1.58333333333333,7,1
"1508",2.8,2,2.63636363636364,1.75,2.75,2.25,1.75,9,4
"394",2.6,2.75,5,4,4,4,3,6,3
"699",4.2,3,3.27272727272727,1.75,2.25,2.5,2.5,4,2
"811",2.4,2.75,3.54545454545455,2.75,4,2.5,1.91666666666667,9,2
"301",2.8,3.25,3.36363636363636,1.5,1.5,1.5,2.33333333333333,11,1
"2167",3.2,2.25,1.90909090909091,1.5,2.25,1.75,1.83333333333333,14,4
"401",2.4,4.75,4.09090909090909,3.25,4,2.5,2.66666666666667,3,3
"1093",2.2,3.25,2.81818181818182,2.5,3,2.25,2.25,3,1
"1903",2.6,2,3.63636363636364,2.25,3.25,2.75,2.08333333333333,1,1
"446",3.4,3.5,3.54545454545455,2.5,2.25,2.5,3,2,2
"178",3,2,3.54545454545455,4,4,2.75,2.41666666666667,9,2
"1682",3.2,1.5,5.63636363636364,3.25,4,3,2.66666666666667,14,2
"2362",1,1,2.81818181818182,2.5,2.75,2.75,0.833333333333333,7,4
"868",1.8,2.75,3.90909090909091,2.25,2.25,2.5,2.33333333333333,6,2
"716",2.4,3.5,3.72727272727273,2.25,3.5,3.25,2.41666666666667,5,2
"1967",2,2.5,2.54545454545455,2.5,3.5,2.75,1.91666666666667,1,1
"299",2.4,2.5,2.36363636363636,2.25,2,2.5,1.83333333333333,4,4
"1800",3,2.25,3.18181818181818,2.75,2.5,2.75,2.16666666666667,8,2
"982",1.4,2,1.09090909090909,3.25,1.75,2.25,1.33333333333333,1,4
"1999",3.6,3,3.81818181818182,3.25,4,2.75,2.75,10,2
"375",2,2.75,2.81818181818182,3,3.25,3.25,2.16666666666667,6,1
"1195",2,2.5,2.54545454545455,2.5,3.25,3.25,2,8,1
"572",3,2.25,2.09090909090909,1,1,1.75,2.08333333333333,8,4
"858",5,5,5,2,2,2,4.16666666666667,14,3
"820",2.6,2.25,4.63636363636364,3.25,3.25,3.75,2.08333333333333,4,1
"1187",2.6,4.25,3.27272727272727,3.25,3.25,2.75,2.75,1,3
"57",2,2.75,3.09090909090909,3.25,4,3.25,2,1,1
"578",1.6,3.75,2.72727272727273,2.75,3,3.25,2.16666666666667,7,3
"1251",2.8,3,4.63636363636364,4,3.25,4,3.41666666666667,5,3
"911",2.8,2.5,3.90909090909091,2.75,3.5,3.25,2.25,14,2
"1620",2.2,1.25,3.27272727272727,2.75,4,2.75,1.58333333333333,8,1
"1276",2.4,2.5,2.27272727272727,2,3.75,1.75,1.75,6,1
"85",3.2,3.5,3.27272727272727,2,2,2.5,2.58333333333333,4,2
"835",3,3.5,4.27272727272727,3.5,3.25,3.75,2.41666666666667,11,3
"1841",3.2,2.5,3.63636363636364,3,3.25,2.75,2.83333333333333,5,3
"939",3,2.75,3.45454545454545,3,4,3,2.25,9,3
"1766",2.8,2.5,3,2.5,3.5,2.25,2.33333333333333,9,2
"1206",1.4,3.5,4.09090909090909,3,3.25,3.5,1.83333333333333,5,1
"2148",2.2,1.5,2.36363636363636,2.5,3,2.25,1.75,11,4
"674",3,2.25,1,1.75,1.5,1.5,2.08333333333333,5,4
"577",2.2,2.75,2.81818181818182,2,2,1.5,2.16666666666667,6,4
"485",2.4,3,3.18181818181818,2.5,2.5,2.5,2.16666666666667,7,2
"186",2.2,2,2,2.25,3.25,3.75,1.5,9,1
"2111",2.6,2,1.81818181818182,1.75,1.25,2,2.08333333333333,5,4
"1651",4.4,3,3.63636363636364,3.5,3.25,3.5,3.08333333333333,6,3
"1554",2.6,3,2.18181818181818,2.5,4,3.25,2.16666666666667,14,2
"2088",1.2,1.75,2.09090909090909,2.75,3.25,2.75,1.16666666666667,5,4
"173",2.8,4.5,3,2.75,3.5,3.5,3.08333333333333,8,3
"2379",1.6,3.25,2.63636363636364,2.5,2.25,3,1.91666666666667,6,4
"1565",3.6,2,4.27272727272727,3.25,4,3.25,2.25,13,2
"1638",2,1.75,2.90909090909091,2.75,3.25,2.75,1.5,6,1
"132",6,6,4,2,2.5,2.25,5,14,3
"160",2.2,2.25,2,2,2.75,3.5,1.91666666666667,4,1
"2154",2,2.25,1.27272727272727,1.25,1.25,1.25,1.66666666666667,7,4
"696",3,3,3,1.5,1.5,1.5,2.5,3,4
"1131",2.4,2.25,2.09090909090909,3.25,2,2.75,1.66666666666667,8,1
"2082",2.4,1.5,3.90909090909091,2,3.75,2,1.33333333333333,8,4
"1745",2,2.25,2.45454545454545,2.75,4,1.25,1.5,8,1
"1029",1.8,2.5,2.63636363636364,2,3.25,2.25,1.83333333333333,14,4
"899",2,3.25,3.54545454545455,3.25,3.75,3.25,2,2,1
"459",3.2,2,2.54545454545455,1.5,1.75,1.75,1.91666666666667,14,4
"2299",1.8,2.25,1.54545454545455,2,2.75,2,1.58333333333333,7,4
"1629",3.4,2.75,3.90909090909091,2.75,4,3,2.5,14,2
"41",3.6,3.75,4,4,4,3.5,3.08333333333333,13,3
